type,neurons,density,hits,building_time,search_time
p0,44100,16991.0,-1,NaN,NaN
p1,44100,16991.0,-1,NaN,NaN
p2,44100,16991.0,-1,NaN,NaN
p3,44100,16991.0,-1,NaN,NaN
s,44100,16991.0,-1,NaN,NaN
p0,44100,16991.0,-1,NaN,NaN
p1,44100,16991.0,-1,NaN,NaN
p2,44100,16991.0,-1,NaN,NaN
p3,44100,16991.0,-1,NaN,NaN
s,45360,16991.0,-1,NaN,NaN
p0,45360,16991.0,-1,NaN,NaN
p1,45360,16991.0,-1,NaN,NaN
p2,45360,16991.0,-1,NaN,NaN
p3,45360,16991.0,-1,NaN,NaN
s,45360,16991.0,-1,NaN,NaN
p0,45360,16991.0,-1,NaN,NaN
p1,45360,16991.0,-1,NaN,NaN
p2,45360,16991.0,-1,NaN,NaN
p3,45360,16991.0,-1,NaN,NaN
s,45360,16991.0,-1,NaN,NaN
p0,45360,16991.0,-1,NaN,NaN
p1,45360,16991.0,-1,NaN,NaN
p2,45360,16991.0,-1,NaN,NaN
p3,45360,16991.0,-1,NaN,NaN
s,45360,16991.0,-1,NaN,NaN
p0,45360,16991.0,-1,NaN,NaN
p1,45360,16991.0,-1,NaN,NaN
p2,45360,16991.0,-1,NaN,NaN
p3,45360,16991.0,-1,NaN,NaN
s,45360,16991.0,-1,NaN,NaN
p0,45360,16991.0,-1,NaN,NaN
p1,45360,16991.0,-1,NaN,NaN
p2,45360,16991.0,-1,NaN,NaN
p3,45360,16991.0,-1,NaN,NaN
s,46656,16991.0,-1,NaN,NaN
p0,46656,16991.0,-1,NaN,NaN
p1,46656,16991.0,-1,NaN,NaN
p2,46656,16991.0,-1,NaN,NaN
p3,46656,16991.0,-1,NaN,NaN
s,46656,16991.0,-1,NaN,NaN
p0,46656,16991.0,-1,NaN,NaN
p1,46656,16991.0,-1,NaN,NaN
p2,46656,16991.0,-1,NaN,NaN
p3,46656,16991.0,-1,NaN,NaN
s,46656,16991.0,-1,NaN,NaN
p0,46656,16991.0,-1,NaN,NaN
p1,46656,16991.0,-1,NaN,NaN
p2,46656,16991.0,-1,NaN,NaN
p3,46656,16991.0,-1,NaN,NaN
s,46656,16991.0,-1,NaN,NaN
p0,46656,16991.0,-1,NaN,NaN
p1,46656,16991.0,-1,NaN,NaN
p2,46656,16991.0,-1,NaN,NaN
p3,46656,16991.0,-1,NaN,NaN
s,46656,16991.0,-1,NaN,NaN
p0,46656,16991.0,-1,NaN,NaN
p1,46656,16991.0,-1,NaN,NaN
p2,46656,16991.0,-1,NaN,NaN
p3,46656,16991.0,-1,NaN,NaN
s,47952,16991.0,-1,NaN,NaN
p0,47952,16991.0,-1,NaN,NaN
p1,47952,16991.0,-1,NaN,NaN
p2,47952,16991.0,-1,NaN,NaN
p3,47952,16991.0,-1,NaN,NaN
s,47952,16991.0,-1,NaN,NaN
p0,47952,16991.0,-1,NaN,NaN
p1,47952,16991.0,-1,NaN,NaN
p2,47952,16991.0,-1,NaN,NaN
p3,47952,16991.0,-1,NaN,NaN
s,47952,16991.0,-1,NaN,NaN
p0,47952,16991.0,-1,NaN,NaN
p1,47952,16991.0,-1,NaN,NaN
p2,47952,16991.0,-1,NaN,NaN
p3,47952,16991.0,-1,NaN,NaN
s,47952,16991.0,-1,NaN,NaN
p0,47952,16991.0,-1,NaN,NaN
p1,47952,16991.0,-1,NaN,NaN
p2,47952,16991.0,-1,NaN,NaN
p3,47952,16991.0,-1,NaN,NaN
s,47952,16991.0,-1,NaN,NaN
p0,47952,16991.0,-1,NaN,NaN
p1,47952,16991.0,-1,NaN,NaN
p2,47952,16991.0,-1,NaN,NaN
p3,47952,16991.0,-1,NaN,NaN
s,49284,16991.0,-1,NaN,NaN
p0,49284,16991.0,-1,NaN,NaN
p1,49284,16991.0,-1,NaN,NaN
p2,49284,16991.0,-1,NaN,NaN
p3,49284,16991.0,-1,NaN,NaN
s,49284,16991.0,-1,NaN,NaN
p0,49284,16991.0,-1,NaN,NaN
p1,49284,16991.0,-1,NaN,NaN
p2,49284,16991.0,-1,NaN,NaN
p3,49284,16991.0,-1,NaN,NaN
s,49284,16991.0,-1,NaN,NaN
p0,49284,16991.0,-1,NaN,NaN
p1,49284,16991.0,-1,NaN,NaN
p2,49284,16991.0,-1,NaN,NaN
p3,49284,16991.0,-1,NaN,NaN
s,49284,16991.0,-1,NaN,NaN
p0,49284,16991.0,-1,NaN,NaN
p1,49284,16991.0,-1,NaN,NaN
p2,49284,16991.0,-1,NaN,NaN
p3,49284,16991.0,-1,NaN,NaN
s,49284,16991.0,-1,NaN,NaN
p0,49284,16991.0,-1,NaN,NaN
p1,49284,16991.0,-1,NaN,NaN
p2,49284,16991.0,-1,NaN,NaN
p3,49284,16991.0,-1,NaN,NaN
s,50653,16991.0,-1,NaN,NaN
p0,50653,16991.0,-1,NaN,NaN
p1,50653,16991.0,-1,NaN,NaN
p2,50653,16991.0,-1,NaN,NaN
p3,50653,16991.0,-1,NaN,NaN
s,50653,16991.0,-1,NaN,NaN
p0,50653,16991.0,-1,NaN,NaN
p1,50653,16991.0,-1,NaN,NaN
p2,50653,16991.0,-1,NaN,NaN
p3,50653,16991.0,-1,NaN,NaN
s,50653,16991.0,-1,NaN,NaN
p0,50653,16991.0,-1,NaN,NaN
p1,50653,16991.0,-1,NaN,NaN
p2,50653,16991.0,-1,NaN,NaN
p3,50653,16991.0,-1,NaN,NaN
s,50653,16991.0,-1,NaN,NaN
p0,50653,16991.0,-1,NaN,NaN
p1,50653,16991.0,-1,NaN,NaN
p2,50653,16991.0,-1,NaN,NaN
p3,50653,16991.0,-1,NaN,NaN
s,50653,16991.0,-1,NaN,NaN
p0,50653,16991.0,-1,NaN,NaN
p1,50653,16991.0,-1,NaN,NaN
p2,50653,16991.0,-1,NaN,NaN
p3,50653,16991.0,-1,NaN,NaN
s,52022,16991.0,-1,NaN,NaN
p0,52022,16991.0,-1,NaN,NaN
p1,52022,16991.0,-1,NaN,NaN
p2,52022,16991.0,-1,NaN,NaN
p3,52022,16991.0,-1,NaN,NaN
s,52022,16991.0,-1,NaN,NaN
p0,52022,16991.0,-1,NaN,NaN
p1,52022,16991.0,-1,NaN,NaN
p2,52022,16991.0,-1,NaN,NaN
p3,52022,16991.0,-1,NaN,NaN
s,52022,16991.0,-1,NaN,NaN
p0,52022,16991.0,-1,NaN,NaN
p1,52022,16991.0,-1,NaN,NaN
p2,52022,16991.0,-1,NaN,NaN
p3,52022,16991.0,-1,NaN,NaN
s,52022,16991.0,-1,NaN,NaN
p0,52022,16991.0,-1,NaN,NaN
p1,52022,16991.0,-1,NaN,NaN
p2,52022,16991.0,-1,NaN,NaN
p3,52022,16991.0,-1,NaN,NaN
s,52022,16991.0,-1,NaN,NaN
p0,52022,16991.0,-1,NaN,NaN
p1,52022,16991.0,-1,NaN,NaN
p2,52022,16991.0,-1,NaN,NaN
p3,52022,16991.0,-1,NaN,NaN
s,53428,16991.0,-1,NaN,NaN
p0,53428,16991.0,-1,NaN,NaN
p1,53428,16991.0,-1,NaN,NaN
p2,53428,16991.0,-1,NaN,NaN
p3,53428,16991.0,-1,NaN,NaN
s,53428,16991.0,-1,NaN,NaN
p0,53428,16991.0,-1,NaN,NaN
p1,53428,16991.0,-1,NaN,NaN
p2,53428,16991.0,-1,NaN,NaN
p3,53428,16991.0,-1,NaN,NaN
s,53428,16991.0,-1,NaN,NaN
p0,53428,16991.0,-1,NaN,NaN
p1,53428,16991.0,-1,NaN,NaN
p2,53428,16991.0,-1,NaN,NaN
p3,53428,16991.0,-1,NaN,NaN
s,53428,16991.0,-1,NaN,NaN
p0,53428,16991.0,-1,NaN,NaN
p1,53428,16991.0,-1,NaN,NaN
p2,53428,16991.0,-1,NaN,NaN
p3,53428,16991.0,-1,NaN,NaN
s,53428,16991.0,-1,NaN,NaN
p0,53428,16991.0,-1,NaN,NaN
p1,53428,16991.0,-1,NaN,NaN
p2,53428,16991.0,-1,NaN,NaN
p3,53428,16991.0,-1,NaN,NaN
s,54872,16991.0,-1,NaN,NaN
p0,54872,16991.0,-1,NaN,NaN
p1,54872,16991.0,-1,NaN,NaN
p2,54872,16991.0,-1,NaN,NaN
p3,54872,16991.0,-1,NaN,NaN
s,54872,16991.0,-1,NaN,NaN
p0,54872,16991.0,-1,NaN,NaN
p1,54872,16991.0,-1,NaN,NaN
p2,54872,16991.0,-1,NaN,NaN
p3,54872,16991.0,-1,NaN,NaN
s,54872,16991.0,-1,NaN,NaN
p0,54872,16991.0,-1,NaN,NaN
p1,54872,16991.0,-1,NaN,NaN
p2,54872,16991.0,-1,NaN,NaN
p3,54872,16991.0,-1,NaN,NaN
s,54872,16991.0,-1,NaN,NaN
p0,54872,16991.0,-1,NaN,NaN
p1,54872,16991.0,-1,NaN,NaN
p2,54872,16991.0,-1,NaN,NaN
p3,54872,16991.0,-1,NaN,NaN
s,54872,16991.0,-1,NaN,NaN
p0,54872,16991.0,-1,NaN,NaN
p1,54872,16991.0,-1,NaN,NaN
p2,54872,16991.0,-1,NaN,NaN
p3,54872,16991.0,-1,NaN,NaN
s,56316,16991.0,-1,NaN,NaN
p0,56316,16991.0,-1,NaN,NaN
p1,56316,16991.0,-1,NaN,NaN
p2,56316,16991.0,-1,NaN,NaN
p3,56316,16991.0,-1,NaN,NaN
s,56316,16991.0,-1,NaN,NaN
p0,56316,16991.0,-1,NaN,NaN
p1,56316,16991.0,-1,NaN,NaN
p2,56316,16991.0,-1,NaN,NaN
p3,56316,16991.0,-1,NaN,NaN
s,56316,16991.0,-1,NaN,NaN
p0,56316,16991.0,-1,NaN,NaN
p1,56316,16991.0,-1,NaN,NaN
p2,56316,16991.0,-1,NaN,NaN
p3,56316,16991.0,-1,NaN,NaN
s,56316,16991.0,-1,NaN,NaN
p0,56316,16991.0,-1,NaN,NaN
p1,56316,16991.0,-1,NaN,NaN
p2,56316,16991.0,-1,NaN,NaN
p3,56316,16991.0,-1,NaN,NaN
s,56316,16991.0,-1,NaN,NaN
p0,56316,16991.0,-1,NaN,NaN
p1,56316,16991.0,-1,NaN,NaN
p2,56316,16991.0,-1,NaN,NaN
p3,56316,16991.0,-1,NaN,NaN
s,57798,16991.0,-1,NaN,NaN
p0,57798,16991.0,-1,NaN,NaN
p1,57798,16991.0,-1,NaN,NaN
p2,57798,16991.0,-1,NaN,NaN
p3,57798,16991.0,-1,NaN,NaN
s,57798,16991.0,-1,NaN,NaN
p0,57798,16991.0,-1,NaN,NaN
p1,57798,16991.0,-1,NaN,NaN
p2,57798,16991.0,-1,NaN,NaN
p3,57798,16991.0,-1,NaN,NaN
s,57798,16991.0,-1,NaN,NaN
p0,57798,16991.0,-1,NaN,NaN
p1,57798,16991.0,-1,NaN,NaN
p2,57798,16991.0,-1,NaN,NaN
p3,57798,16991.0,-1,NaN,NaN
s,57798,16991.0,-1,NaN,NaN
p0,57798,16991.0,-1,NaN,NaN
p1,57798,16991.0,-1,NaN,NaN
p2,57798,16991.0,-1,NaN,NaN
p3,57798,16991.0,-1,NaN,NaN
s,57798,16991.0,-1,NaN,NaN
p0,57798,16991.0,-1,NaN,NaN
p1,57798,16991.0,-1,NaN,NaN
p2,57798,16991.0,-1,NaN,NaN
p3,57798,16991.0,-1,NaN,NaN
s,59319,16991.0,-1,NaN,NaN
p0,59319,16991.0,-1,NaN,NaN
p1,59319,16991.0,-1,NaN,NaN
p2,59319,16991.0,-1,NaN,NaN
p3,59319,16991.0,-1,NaN,NaN
s,59319,16991.0,-1,NaN,NaN
p0,59319,16991.0,-1,NaN,NaN
p1,59319,16991.0,-1,NaN,NaN
p2,59319,16991.0,-1,NaN,NaN
p3,59319,16991.0,-1,NaN,NaN
s,59319,16991.0,-1,NaN,NaN
p0,59319,16991.0,-1,NaN,NaN
p1,59319,16991.0,-1,NaN,NaN
p2,59319,16991.0,-1,NaN,NaN
p3,59319,16991.0,-1,NaN,NaN
s,59319,16991.0,-1,NaN,NaN
p0,59319,16991.0,-1,NaN,NaN
p1,59319,16991.0,-1,NaN,NaN
p2,59319,16991.0,-1,NaN,NaN
p3,59319,16991.0,-1,NaN,NaN
s,59319,16991.0,-1,NaN,NaN
p0,59319,16991.0,-1,NaN,NaN
p1,59319,16991.0,-1,NaN,NaN
p2,59319,16991.0,-1,NaN,NaN
p3,59319,16991.0,-1,NaN,NaN
s,60840,16991.0,-1,NaN,NaN
p0,60840,16991.0,-1,NaN,NaN
p1,60840,16991.0,-1,NaN,NaN
p2,60840,16991.0,-1,NaN,NaN
p3,60840,16991.0,-1,NaN,NaN
s,60840,16991.0,-1,NaN,NaN
p0,60840,16991.0,-1,NaN,NaN
p1,60840,16991.0,-1,NaN,NaN
p2,60840,16991.0,-1,NaN,NaN
p3,60840,16991.0,-1,NaN,NaN
s,60840,16991.0,-1,NaN,NaN
p0,60840,16991.0,-1,NaN,NaN
p1,60840,16991.0,-1,NaN,NaN
p2,60840,16991.0,-1,NaN,NaN
p3,60840,16991.0,-1,NaN,NaN
s,60840,16991.0,-1,NaN,NaN
p0,60840,16991.0,-1,NaN,NaN
p1,60840,16991.0,-1,NaN,NaN
p2,60840,16991.0,-1,NaN,NaN
p3,60840,16991.0,-1,NaN,NaN
s,60840,16991.0,-1,NaN,NaN
p0,60840,16991.0,-1,NaN,NaN
p1,60840,16991.0,-1,NaN,NaN
p2,60840,16991.0,-1,NaN,NaN
p3,60840,16991.0,-1,NaN,NaN
s,62400,16991.0,-1,NaN,NaN
p0,62400,16991.0,-1,NaN,NaN
p1,62400,16991.0,-1,NaN,NaN
p2,62400,16991.0,-1,NaN,NaN
p3,62400,16991.0,-1,NaN,NaN
s,62400,16991.0,-1,NaN,NaN
p0,62400,16991.0,-1,NaN,NaN
p1,62400,16991.0,-1,NaN,NaN
p2,62400,16991.0,-1,NaN,NaN
p3,62400,16991.0,-1,NaN,NaN
s,62400,16991.0,-1,NaN,NaN
p0,62400,16991.0,-1,NaN,NaN
p1,62400,16991.0,-1,NaN,NaN
p2,62400,16991.0,-1,NaN,NaN
p3,62400,16991.0,-1,NaN,NaN
s,62400,16991.0,-1,NaN,NaN
p0,62400,16991.0,-1,NaN,NaN
p1,62400,16991.0,-1,NaN,NaN
p2,62400,16991.0,-1,NaN,NaN
p3,62400,16991.0,-1,NaN,NaN
s,62400,16991.0,-1,NaN,NaN
p0,62400,16991.0,-1,NaN,NaN
p1,62400,16991.0,-1,NaN,NaN
p2,62400,16991.0,-1,NaN,NaN
p3,62400,16991.0,-1,NaN,NaN
s,64000,16991.0,-1,NaN,NaN
p0,64000,16991.0,-1,NaN,NaN
p1,64000,16991.0,-1,NaN,NaN
p2,64000,16991.0,-1,NaN,NaN
p3,64000,16991.0,-1,NaN,NaN
s,64000,16991.0,-1,NaN,NaN
p0,64000,16991.0,-1,NaN,NaN
p1,64000,16991.0,-1,NaN,NaN
p2,64000,16991.0,-1,NaN,NaN
p3,64000,16991.0,-1,NaN,NaN
s,64000,16991.0,-1,NaN,NaN
p0,64000,16991.0,-1,NaN,NaN
p1,64000,16991.0,-1,NaN,NaN
p2,64000,16991.0,-1,NaN,NaN
p3,64000,16991.0,-1,NaN,NaN
s,64000,16991.0,-1,NaN,NaN
p0,64000,16991.0,-1,NaN,NaN
p1,64000,16991.0,-1,NaN,NaN
p2,64000,16991.0,-1,NaN,NaN
p3,64000,16991.0,-1,NaN,NaN
s,64000,16991.0,-1,NaN,NaN
p0,64000,16991.0,-1,NaN,NaN
p1,64000,16991.0,-1,NaN,NaN
p2,64000,16991.0,-1,NaN,NaN
p3,64000,16991.0,-1,NaN,NaN
s,65600,16991.0,-1,NaN,NaN
p0,65600,16991.0,-1,NaN,NaN
p1,65600,16991.0,-1,NaN,NaN
p2,65600,16991.0,-1,NaN,NaN
p3,65600,16991.0,-1,NaN,NaN
s,65600,16991.0,-1,NaN,NaN
p0,65600,16991.0,-1,NaN,NaN
p1,65600,16991.0,-1,NaN,NaN
p2,65600,16991.0,-1,NaN,NaN
p3,65600,16991.0,-1,NaN,NaN
s,65600,16991.0,-1,NaN,NaN
p0,65600,16991.0,-1,NaN,NaN
p1,65600,16991.0,-1,NaN,NaN
p2,65600,16991.0,-1,NaN,NaN
p3,65600,16991.0,-1,NaN,NaN
s,65600,16991.0,-1,NaN,NaN
p0,65600,16991.0,-1,NaN,NaN
p1,65600,16991.0,-1,NaN,NaN
p2,65600,16991.0,-1,NaN,NaN
p3,65600,16991.0,-1,NaN,NaN
s,65600,16991.0,-1,NaN,NaN
p0,65600,16991.0,-1,NaN,NaN
p1,65600,16991.0,-1,NaN,NaN
p2,65600,16991.0,-1,NaN,NaN
p3,65600,16991.0,-1,NaN,NaN
s,67240,16991.0,-1,NaN,NaN
p0,67240,16991.0,-1,NaN,NaN
p1,67240,16991.0,-1,NaN,NaN
p2,67240,16991.0,-1,NaN,NaN
p3,67240,16991.0,-1,NaN,NaN
s,67240,16991.0,-1,NaN,NaN
p0,67240,16991.0,-1,NaN,NaN
p1,67240,16991.0,-1,NaN,NaN
p2,67240,16991.0,-1,NaN,NaN
p3,67240,16991.0,-1,NaN,NaN
s,67240,16991.0,-1,NaN,NaN
p0,67240,16991.0,-1,NaN,NaN
p1,67240,16991.0,-1,NaN,NaN
p2,67240,16991.0,-1,NaN,NaN
p3,67240,16991.0,-1,NaN,NaN
s,67240,16991.0,-1,NaN,NaN
p0,67240,16991.0,-1,NaN,NaN
p1,67240,16991.0,-1,NaN,NaN
p2,67240,16991.0,-1,NaN,NaN
p3,67240,16991.0,-1,NaN,NaN
s,67240,16991.0,-1,NaN,NaN
p0,67240,16991.0,-1,NaN,NaN
p1,67240,16991.0,-1,NaN,NaN
p2,67240,16991.0,-1,NaN,NaN
p3,67240,16991.0,-1,NaN,NaN
s,68921,16991.0,-1,NaN,NaN
p0,68921,16991.0,-1,NaN,NaN
p1,68921,16991.0,-1,NaN,NaN
p2,68921,16991.0,-1,NaN,NaN
p3,68921,16991.0,-1,NaN,NaN
s,68921,16991.0,-1,NaN,NaN
p0,68921,16991.0,-1,NaN,NaN
p1,68921,16991.0,-1,NaN,NaN
p2,68921,16991.0,-1,NaN,NaN
p3,68921,16991.0,-1,NaN,NaN
s,68921,16991.0,-1,NaN,NaN
p0,68921,16991.0,-1,NaN,NaN
p1,68921,16991.0,-1,NaN,NaN
p2,68921,16991.0,-1,NaN,NaN
p3,68921,16991.0,-1,NaN,NaN
s,68921,16991.0,-1,NaN,NaN
p0,68921,16991.0,-1,NaN,NaN
p1,68921,16991.0,-1,NaN,NaN
p2,68921,16991.0,-1,NaN,NaN
p3,68921,16991.0,-1,NaN,NaN
s,68921,16991.0,-1,NaN,NaN
p0,68921,16991.0,-1,NaN,NaN
p1,68921,16991.0,-1,NaN,NaN
p2,68921,16991.0,-1,NaN,NaN
p3,68921,16991.0,-1,NaN,NaN
s,70602,16991.0,-1,NaN,NaN
p0,70602,16991.0,-1,NaN,NaN
p1,70602,16991.0,-1,NaN,NaN
p2,70602,16991.0,-1,NaN,NaN
p3,70602,16991.0,-1,NaN,NaN
s,70602,16991.0,-1,NaN,NaN
p0,70602,16991.0,-1,NaN,NaN
p1,70602,16991.0,-1,NaN,NaN
p2,70602,16991.0,-1,NaN,NaN
p3,70602,16991.0,-1,NaN,NaN
s,70602,16991.0,-1,NaN,NaN
p0,70602,16991.0,-1,NaN,NaN
p1,70602,16991.0,-1,NaN,NaN
p2,70602,16991.0,-1,NaN,NaN
p3,70602,16991.0,-1,NaN,NaN
s,70602,16991.0,-1,NaN,NaN
p0,70602,16991.0,-1,NaN,NaN
p1,70602,16991.0,-1,NaN,NaN
p2,70602,16991.0,-1,NaN,NaN
p3,70602,16991.0,-1,NaN,NaN
s,70602,16991.0,-1,NaN,NaN
p0,70602,16991.0,-1,NaN,NaN
p1,70602,16991.0,-1,NaN,NaN
p2,70602,16991.0,-1,NaN,NaN
p3,70602,16991.0,-1,NaN,NaN
s,72324,16991.0,-1,NaN,NaN
p0,72324,16991.0,-1,NaN,NaN
p1,72324,16991.0,-1,NaN,NaN
p2,72324,16991.0,-1,NaN,NaN
p3,72324,16991.0,-1,NaN,NaN
s,72324,16991.0,-1,NaN,NaN
p0,72324,16991.0,-1,NaN,NaN
p1,72324,16991.0,-1,NaN,NaN
p2,72324,16991.0,-1,NaN,NaN
p3,72324,16991.0,-1,NaN,NaN
s,72324,16991.0,-1,NaN,NaN
p0,72324,16991.0,-1,NaN,NaN
p1,72324,16991.0,-1,NaN,NaN
p2,72324,16991.0,-1,NaN,NaN
p3,72324,16991.0,-1,NaN,NaN
s,72324,16991.0,-1,NaN,NaN
p0,72324,16991.0,-1,NaN,NaN
p1,72324,16991.0,-1,NaN,NaN
p2,72324,16991.0,-1,NaN,NaN
p3,72324,16991.0,-1,NaN,NaN
s,72324,16991.0,-1,NaN,NaN
p0,72324,16991.0,-1,NaN,NaN
p1,72324,16991.0,-1,NaN,NaN
p2,72324,16991.0,-1,NaN,NaN
p3,72324,16991.0,-1,NaN,NaN
s,74088,16991.0,-1,NaN,NaN
p0,74088,16991.0,-1,NaN,NaN
p1,74088,16991.0,-1,NaN,NaN
p2,74088,16991.0,-1,NaN,NaN
p3,74088,16991.0,-1,NaN,NaN
s,74088,16991.0,-1,NaN,NaN
p0,74088,16991.0,-1,NaN,NaN
p1,74088,16991.0,-1,NaN,NaN
p2,74088,16991.0,-1,NaN,NaN
p3,74088,16991.0,-1,NaN,NaN
s,74088,16991.0,-1,NaN,NaN
p0,74088,16991.0,-1,NaN,NaN
p1,74088,16991.0,-1,NaN,NaN
p2,74088,16991.0,-1,NaN,NaN
p3,74088,16991.0,-1,NaN,NaN
s,74088,16991.0,-1,NaN,NaN
p0,74088,16991.0,-1,NaN,NaN
p1,74088,16991.0,-1,NaN,NaN
p2,74088,16991.0,-1,NaN,NaN
p3,74088,16991.0,-1,NaN,NaN
s,74088,16991.0,-1,NaN,NaN
p0,74088,16991.0,-1,NaN,NaN
p1,74088,16991.0,-1,NaN,NaN
p2,74088,16991.0,-1,NaN,NaN
p3,74088,16991.0,-1,NaN,NaN
s,75852,16991.0,-1,NaN,NaN
p0,75852,16991.0,-1,NaN,NaN
p1,75852,16991.0,-1,NaN,NaN
p2,75852,16991.0,-1,NaN,NaN
p3,75852,16991.0,-1,NaN,NaN
s,75852,16991.0,-1,NaN,NaN
p0,75852,16991.0,-1,NaN,NaN
p1,75852,16991.0,-1,NaN,NaN
p2,75852,16991.0,-1,NaN,NaN
p3,75852,16991.0,-1,NaN,NaN
s,75852,16991.0,-1,NaN,NaN
p0,75852,16991.0,-1,NaN,NaN
p1,75852,16991.0,-1,NaN,NaN
p2,75852,16991.0,-1,NaN,NaN
p3,75852,16991.0,-1,NaN,NaN
s,75852,16991.0,-1,NaN,NaN
p0,75852,16991.0,-1,NaN,NaN
p1,75852,16991.0,-1,NaN,NaN
p2,75852,16991.0,-1,NaN,NaN
p3,75852,16991.0,-1,NaN,NaN
s,75852,16991.0,-1,NaN,NaN
p0,75852,16991.0,-1,NaN,NaN
p1,75852,16991.0,-1,NaN,NaN
p2,75852,16991.0,-1,NaN,NaN
p3,75852,16991.0,-1,NaN,NaN
s,77658,16991.0,-1,NaN,NaN
p0,77658,16991.0,-1,NaN,NaN
p1,77658,16991.0,-1,NaN,NaN
p2,77658,16991.0,-1,NaN,NaN
p3,77658,16991.0,-1,NaN,NaN
s,77658,16991.0,-1,NaN,NaN
p0,77658,16991.0,-1,NaN,NaN
p1,77658,16991.0,-1,NaN,NaN
p2,77658,16991.0,-1,NaN,NaN
p3,77658,16991.0,-1,NaN,NaN
s,77658,16991.0,-1,NaN,NaN
p0,77658,16991.0,-1,NaN,NaN
p1,77658,16991.0,-1,NaN,NaN
p2,77658,16991.0,-1,NaN,NaN
p3,77658,16991.0,-1,NaN,NaN
s,77658,16991.0,-1,NaN,NaN
p0,77658,16991.0,-1,NaN,NaN
p1,77658,16991.0,-1,NaN,NaN
p2,77658,16991.0,-1,NaN,NaN
p3,77658,16991.0,-1,NaN,NaN
s,77658,16991.0,-1,NaN,NaN
p0,77658,16991.0,-1,NaN,NaN
p1,77658,16991.0,-1,NaN,NaN
p2,77658,16991.0,-1,NaN,NaN
p3,77658,16991.0,-1,NaN,NaN
s,79507,16991.0,-1,NaN,NaN
p0,79507,16991.0,-1,NaN,NaN
p1,79507,16991.0,-1,NaN,NaN
p2,79507,16991.0,-1,NaN,NaN
p3,79507,16991.0,-1,NaN,NaN
s,79507,16991.0,-1,NaN,NaN
p0,79507,16991.0,-1,NaN,NaN
p1,79507,16991.0,-1,NaN,NaN
p2,79507,16991.0,-1,NaN,NaN
p3,79507,16991.0,-1,NaN,NaN
s,79507,16991.0,-1,NaN,NaN
p0,79507,16991.0,-1,NaN,NaN
p1,79507,16991.0,-1,NaN,NaN
p2,79507,16991.0,-1,NaN,NaN
p3,79507,16991.0,-1,NaN,NaN
s,79507,16991.0,-1,NaN,NaN
p0,79507,16991.0,-1,NaN,NaN
p1,79507,16991.0,-1,NaN,NaN
p2,79507,16991.0,-1,NaN,NaN
p3,79507,16991.0,-1,NaN,NaN
s,79507,16991.0,-1,NaN,NaN
p0,79507,16991.0,-1,NaN,NaN
p1,79507,16991.0,-1,NaN,NaN
p2,79507,16991.0,-1,NaN,NaN
p3,79507,16991.0,-1,NaN,NaN
s,81356,16991.0,-1,NaN,NaN
p0,81356,16991.0,-1,NaN,NaN
p1,81356,16991.0,-1,NaN,NaN
p2,81356,16991.0,-1,NaN,NaN
p3,81356,16991.0,-1,NaN,NaN
s,81356,16991.0,-1,NaN,NaN
p0,81356,16991.0,-1,NaN,NaN
p1,81356,16991.0,-1,NaN,NaN
p2,81356,16991.0,-1,NaN,NaN
p3,81356,16991.0,-1,NaN,NaN
s,81356,16991.0,-1,NaN,NaN
p0,81356,16991.0,-1,NaN,NaN
p1,81356,16991.0,-1,NaN,NaN
p2,81356,16991.0,-1,NaN,NaN
p3,81356,16991.0,-1,NaN,NaN
s,81356,16991.0,-1,NaN,NaN
p0,81356,16991.0,-1,NaN,NaN
p1,81356,16991.0,-1,NaN,NaN
p2,81356,16991.0,-1,NaN,NaN
p3,81356,16991.0,-1,NaN,NaN
s,81356,16991.0,-1,NaN,NaN
p0,81356,16991.0,-1,NaN,NaN
p1,81356,16991.0,-1,NaN,NaN
p2,81356,16991.0,-1,NaN,NaN
p3,81356,16991.0,-1,NaN,NaN
s,83248,16991.0,-1,NaN,NaN
p0,83248,16991.0,-1,NaN,NaN
p1,83248,16991.0,-1,NaN,NaN
p2,83248,16991.0,-1,NaN,NaN
p3,83248,16991.0,-1,NaN,NaN
s,83248,16991.0,-1,NaN,NaN
p0,83248,16991.0,-1,NaN,NaN
p1,83248,16991.0,-1,NaN,NaN
p2,83248,16991.0,-1,NaN,NaN
p3,83248,16991.0,-1,NaN,NaN
s,83248,16991.0,-1,NaN,NaN
p0,83248,16991.0,-1,NaN,NaN
p1,83248,16991.0,-1,NaN,NaN
p2,83248,16991.0,-1,NaN,NaN
p3,83248,16991.0,-1,NaN,NaN
s,83248,16991.0,-1,NaN,NaN
p0,83248,16991.0,-1,NaN,NaN
p1,83248,16991.0,-1,NaN,NaN
p2,83248,16991.0,-1,NaN,NaN
p3,83248,16991.0,-1,NaN,NaN
s,83248,16991.0,-1,NaN,NaN
p0,83248,16991.0,-1,NaN,NaN
p1,83248,16991.0,-1,NaN,NaN
p2,83248,16991.0,-1,NaN,NaN
p3,83248,16991.0,-1,NaN,NaN
s,85184,16991.0,-1,NaN,NaN
p0,85184,16991.0,-1,NaN,NaN
p1,85184,16991.0,-1,NaN,NaN
p2,85184,16991.0,-1,NaN,NaN
p3,85184,16991.0,-1,NaN,NaN
s,85184,16991.0,-1,NaN,NaN
p0,85184,16991.0,-1,NaN,NaN
