type,neurons,density,hits,building_time,search_time
p2,25230,11802.05,0,10133770,330892
p3,25230,11802.05,0,5516070,340295
p4,25230,11802.05,-1,NaN,NaN
s,25230,11802.05,0,10986374,1215216
p0,25230,11802.05,0,4779479,309533
p1,25230,11802.05,-1,NaN,NaN
p2,25230,11802.05,0,10100362,329662
p3,25230,11802.05,0,5512893,338952
p4,25230,11802.05,-1,NaN,NaN
s,25230,11802.05,0,11040508,1213747
p0,25230,11802.05,0,4780667,310990
p1,25230,11802.05,-1,NaN,NaN
p2,25230,11802.05,0,10157087,330763
p3,25230,11802.05,0,5485657,339934
p4,25230,11802.05,-1,NaN,NaN
s,25230,11902.025,0,11036363,1292225
p0,25230,11902.025,0,4773430,316351
p1,25230,11902.025,-1,NaN,NaN
p2,25230,11902.025,0,10128322,330923
p3,25230,11902.025,0,5568864,333750
p4,25230,11902.025,-1,NaN,NaN
s,25230,11902.025,0,11001961,1291074
p0,25230,11902.025,0,4884772,316777
p1,25230,11902.025,-1,NaN,NaN
p2,25230,11902.025,0,10077172,332689
p3,25230,11902.025,0,5560563,334720
p4,25230,11902.025,-1,NaN,NaN
s,25230,11902.025,0,11011014,1296972
p0,25230,11902.025,0,4815110,315674
p1,25230,11902.025,-1,NaN,NaN
p2,25230,11902.025,0,10120876,331856
p3,25230,11902.025,0,5569021,333394
p4,25230,11902.025,-1,NaN,NaN
s,25230,11902.025,0,11014670,1290588
p0,25230,11902.025,0,4837947,317733
p1,25230,11902.025,-1,NaN,NaN
p2,25230,11902.025,0,10144998,332560
p3,25230,11902.025,0,5500908,334909
p4,25230,11902.025,-1,NaN,NaN
s,25230,11902.025,0,11015039,1299604
p0,25230,11902.025,0,4862866,317037
p1,25230,11902.025,-1,NaN,NaN
p2,25230,11902.025,0,10078157,332797
p3,25230,11902.025,0,5494745,335509
p4,25230,11902.025,-1,NaN,NaN
s,25230,12002.0,Hit found: 12011
1,10996327,1255170
p0,25230,12002.0,1,4773879,312932
p1,25230,12002.0,-1,NaN,NaN
p2,25230,12002.0,1,10136935,329924
p3,25230,12002.0,1,5523403,336819
p4,25230,12002.0,-1,NaN,NaN
s,25230,12002.0,Hit found: 12011
1,11029818,1242827
p0,25230,12002.0,1,4795081,312345
p1,25230,12002.0,-1,NaN,NaN
p2,25230,12002.0,1,10112400,328886
p3,25230,12002.0,1,5491348,337063
p4,25230,12002.0,-1,NaN,NaN
s,25230,12002.0,Hit found: 12011
1,11031879,1252433
p0,25230,12002.0,1,4809400,317919
p1,25230,12002.0,-1,NaN,NaN
p2,25230,12002.0,1,10123791,329762
p3,25230,12002.0,1,5516230,340037
p4,25230,12002.0,-1,NaN,NaN
s,25230,12002.0,Hit found: 12011
1,11006041,1256634
p0,25230,12002.0,1,4807143,313303
p1,25230,12002.0,-1,NaN,NaN
p2,25230,12002.0,1,10104381,335564
p3,25230,12002.0,1,5516667,340694
p4,25230,12002.0,-1,NaN,NaN
s,25230,12002.0,Hit found: 12011
1,11017938,1270251
p0,25230,12002.0,1,4803582,312276
p1,25230,12002.0,-1,NaN,NaN
p2,25230,12002.0,1,10091622,329621
p3,25230,12002.0,1,5529372,337066
p4,25230,12002.0,-1,NaN,NaN
s,25230,1204.7,0,10977370,1273634
p0,25230,1204.7,0,4764050,310637
p1,25230,1204.7,-1,NaN,NaN
p2,25230,1204.7,0,10107464,334358
p3,25230,1204.7,0,5586445,336095
p4,25230,1204.7,-1,NaN,NaN
s,25230,1204.7,0,10986124,1274536
p0,25230,1204.7,0,4760403,311446
p1,25230,1204.7,-1,NaN,NaN
p2,25230,1204.7,0,10069941,334574
p3,25230,1204.7,0,5503461,337481
p4,25230,1204.7,-1,NaN,NaN
s,25230,1204.7,0,11040916,1277157
p0,25230,1204.7,0,4770877,312372
p1,25230,1204.7,-1,NaN,NaN
p2,25230,1204.7,0,10145469,334228
p3,25230,1204.7,0,5517383,336202
p4,25230,1204.7,-1,NaN,NaN
s,25230,1204.7,0,10985942,1278349
p0,25230,1204.7,0,4791476,313347
p1,25230,1204.7,-1,NaN,NaN
p2,25230,1204.7,0,10097900,335544
p3,25230,1204.7,0,5522794,335724
p4,25230,1204.7,-1,NaN,NaN
s,25230,1204.7,0,10979938,1277425
p0,25230,1204.7,0,4798457,312367
p1,25230,1204.7,-1,NaN,NaN
p2,25230,1204.7,0,10211811,334589
p3,25230,1204.7,0,5573325,336707
p4,25230,1204.7,-1,NaN,NaN
s,25230,12101.975,0,10997900,1248064
p0,25230,12101.975,0,4836932,312759
p1,25230,12101.975,-1,NaN,NaN
p2,25230,12101.975,0,10177621,326303
p3,25230,12101.975,0,5537566,337901
p4,25230,12101.975,-1,NaN,NaN
s,25230,12101.975,0,10980054,1252802
p0,25230,12101.975,0,4806746,313063
p1,25230,12101.975,-1,NaN,NaN
p2,25230,12101.975,0,10090462,327810
p3,25230,12101.975,0,5512657,334507
p4,25230,12101.975,-1,NaN,NaN
s,25230,12101.975,0,10988847,1246991
p0,25230,12101.975,0,4827418,312157
p1,25230,12101.975,-1,NaN,NaN
p2,25230,12101.975,0,10093558,328005
p3,25230,12101.975,0,5505734,336344
p4,25230,12101.975,-1,NaN,NaN
s,25230,12101.975,0,11032642,1252200
p0,25230,12101.975,0,4798824,312511
p1,25230,12101.975,-1,NaN,NaN
p2,25230,12101.975,0,10162269,326784
p3,25230,12101.975,0,5569588,336730
p4,25230,12101.975,-1,NaN,NaN
s,25230,12101.975,0,11020135,1247580
p0,25230,12101.975,0,4772451,310937
p1,25230,12101.975,-1,NaN,NaN
p2,25230,12101.975,0,10079052,328995
p3,25230,12101.975,0,5535334,334990
p4,25230,12101.975,-1,NaN,NaN
s,25230,12201.95,Hit found: 6834
Hit found: 9170
2,11008713,1265037
p0,25230,12201.95,2,4809152,318821
p1,25230,12201.95,-1,NaN,NaN
p2,25230,12201.95,2,10066667,330918
p3,25230,12201.95,2,5506423,335919
p4,25230,12201.95,-1,NaN,NaN
s,25230,12201.95,Hit found: 6834
Hit found: 9170
2,11009611,1273384
p0,25230,12201.95,2,4802599,312527
p1,25230,12201.95,-1,NaN,NaN
p2,25230,12201.95,2,10086781,330993
p3,25230,12201.95,2,5511679,340912
p4,25230,12201.95,-1,NaN,NaN
s,25230,12201.95,Hit found: 6834
Hit found: 9170
2,10970628,1294019
p0,25230,12201.95,2,4788293,312149
p1,25230,12201.95,-1,NaN,NaN
p2,25230,12201.95,2,10091006,329633
p3,25230,12201.95,2,5844799,337221
p4,25230,12201.95,-1,NaN,NaN
s,25230,12201.95,Hit found: 6834
Hit found: 9170
2,11013702,1284119
p0,25230,12201.95,2,4777557,314545
p1,25230,12201.95,-1,NaN,NaN
p2,25230,12201.95,2,10084063,331226
p3,25230,12201.95,2,5524092,336238
p4,25230,12201.95,-1,NaN,NaN
s,25230,12201.95,Hit found: 6834
Hit found: 9170
2,11046275,1273633
p0,25230,12201.95,2,4803507,312719
p1,25230,12201.95,-1,NaN,NaN
p2,25230,12201.95,2,10097439,331000
p3,25230,12201.95,2,5560266,335966
p4,25230,12201.95,-1,NaN,NaN
s,25230,12301.925,Hit found: 15349
1,11007080,1266480
p0,25230,12301.925,1,4848529,314170
p1,25230,12301.925,-1,NaN,NaN
p2,25230,12301.925,1,10128234,332773
p3,25230,12301.925,1,5517600,337405
p4,25230,12301.925,-1,NaN,NaN
s,25230,12301.925,Hit found: 15349
1,11045686,1272120
p0,25230,12301.925,1,4820202,314652
p1,25230,12301.925,-1,NaN,NaN
p2,25230,12301.925,1,10097912,332638
p3,25230,12301.925,1,5509634,339724
p4,25230,12301.925,-1,NaN,NaN
s,25230,12301.925,Hit found: 15349
1,11008308,1275238
p0,25230,12301.925,1,4801882,316085
p1,25230,12301.925,-1,NaN,NaN
p2,25230,12301.925,1,10088087,332291
p3,25230,12301.925,1,5488072,338861
p4,25230,12301.925,-1,NaN,NaN
s,25230,12301.925,Hit found: 15349
1,10986810,1261258
p0,25230,12301.925,1,4777300,314827
p1,25230,12301.925,-1,NaN,NaN
p2,25230,12301.925,1,10126333,331786
p3,25230,12301.925,1,5510931,338176
p4,25230,12301.925,-1,NaN,NaN
s,25230,12301.925,Hit found: 15349
1,11030968,1278659
p0,25230,12301.925,1,4807663,313735
p1,25230,12301.925,-1,NaN,NaN
p2,25230,12301.925,1,10154460,331746
p3,25230,12301.925,1,5508789,337738
p4,25230,12301.925,-1,NaN,NaN
s,25230,12401.9,0,11008460,1243042
p0,25230,12401.9,0,4805205,313722
p1,25230,12401.9,-1,NaN,NaN
p2,25230,12401.9,0,10114340,328796
p3,25230,12401.9,0,5506062,337779
p4,25230,12401.9,-1,NaN,NaN
s,25230,12401.9,0,10990013,1243448
p0,25230,12401.9,0,4780848,314116
p1,25230,12401.9,-1,NaN,NaN
p2,25230,12401.9,0,10164903,326978
p3,25230,12401.9,0,5524310,337453
p4,25230,12401.9,-1,NaN,NaN
s,25230,12401.9,0,10996558,1245299
p0,25230,12401.9,0,4812595,312261
p1,25230,12401.9,-1,NaN,NaN
p2,25230,12401.9,0,10170774,328539
p3,25230,12401.9,0,5514943,338518
p4,25230,12401.9,-1,NaN,NaN
s,25230,12401.9,0,11015253,1242770
p0,25230,12401.9,0,4819768,313729
p1,25230,12401.9,-1,NaN,NaN
p2,25230,12401.9,0,10131817,329032
p3,25230,12401.9,0,5541639,337722
p4,25230,12401.9,-1,NaN,NaN
s,25230,12401.9,0,11022632,1240526
p0,25230,12401.9,0,4858951,314895
p1,25230,12401.9,-1,NaN,NaN
p2,25230,12401.9,0,10088539,329502
p3,25230,12401.9,0,5516468,338381
p4,25230,12401.9,-1,NaN,NaN
s,25230,12501.875,0,10972688,1285013
p0,25230,12501.875,0,4807186,309400
p1,25230,12501.875,-1,NaN,NaN
p2,25230,12501.875,0,10104123,326436
p3,25230,12501.875,0,5525351,332788
p4,25230,12501.875,-1,NaN,NaN
s,25230,12501.875,0,11029913,1280193
p0,25230,12501.875,0,4796130,310868
p1,25230,12501.875,-1,NaN,NaN
p2,25230,12501.875,0,10161677,328077
p3,25230,12501.875,0,5513019,332523
p4,25230,12501.875,-1,NaN,NaN
s,25230,12501.875,0,11008577,1286562
p0,25230,12501.875,0,4773952,310829
p1,25230,12501.875,-1,NaN,NaN
p2,25230,12501.875,0,10080494,327916
p3,25230,12501.875,0,5575536,332776
p4,25230,12501.875,-1,NaN,NaN
s,25230,12501.875,0,10996517,1285625
p0,25230,12501.875,0,4772246,309992
p1,25230,12501.875,-1,NaN,NaN
p2,25230,12501.875,0,10163268,326885
p3,25230,12501.875,0,5522067,332036
p4,25230,12501.875,-1,NaN,NaN
s,25230,12501.875,0,11000671,1285957
p0,25230,12501.875,0,4801265,310340
p1,25230,12501.875,-1,NaN,NaN
p2,25230,12501.875,0,10626704,325533
p3,25230,12501.875,0,5522709,332398
p4,25230,12501.875,-1,NaN,NaN
s,25230,12601.85,Hit found: 23111
1,10986214,1266463
p0,25230,12601.85,1,4765628,307847
p1,25230,12601.85,-1,NaN,NaN
p2,25230,12601.85,1,10090030,326396
p3,25230,12601.85,1,5501067,328692
p4,25230,12601.85,-1,NaN,NaN
s,25230,12601.85,Hit found: 23111
1,11006062,1251818
p0,25230,12601.85,1,4774560,306993
p1,25230,12601.85,-1,NaN,NaN
p2,25230,12601.85,1,10143911,328443
p3,25230,12601.85,1,5505589,331785
p4,25230,12601.85,-1,NaN,NaN
s,25230,12601.85,Hit found: 23111
1,11002394,1273042
p0,25230,12601.85,1,4773534,309875
p1,25230,12601.85,-1,NaN,NaN
p2,25230,12601.85,1,10154635,326660
p3,25230,12601.85,1,5573140,330923
p4,25230,12601.85,-1,NaN,NaN
s,25230,12601.85,Hit found: 23111
1,11062901,1269690
p0,25230,12601.85,1,4789764,309351
p1,25230,12601.85,-1,NaN,NaN
p2,25230,12601.85,1,10116416,326374
p3,25230,12601.85,1,5590306,330663
p4,25230,12601.85,-1,NaN,NaN
s,25230,12601.85,Hit found: 23111
1,10979197,1254543
p0,25230,12601.85,1,4784142,307047
p1,25230,12601.85,-1,NaN,NaN
p2,25230,12601.85,1,10092311,325531
p3,25230,12601.85,1,5511043,329466
p4,25230,12601.85,-1,NaN,NaN
s,25230,12701.825,0,10988761,1280495
p0,25230,12701.825,0,4810621,319228
p1,25230,12701.825,-1,NaN,NaN
p2,25230,12701.825,0,10164025,331461
p3,25230,12701.825,0,5509203,335966
p4,25230,12701.825,-1,NaN,NaN
s,25230,12701.825,0,10976173,1278378
p0,25230,12701.825,0,4779376,318419
p1,25230,12701.825,-1,NaN,NaN
p2,25230,12701.825,0,10088793,335133
p3,25230,12701.825,0,5517381,334415
p4,25230,12701.825,-1,NaN,NaN
s,25230,12701.825,0,11000872,1278958
p0,25230,12701.825,0,4772341,319028
p1,25230,12701.825,-1,NaN,NaN
p2,25230,12701.825,0,10098184,329093
p3,25230,12701.825,0,5576954,333566
p4,25230,12701.825,-1,NaN,NaN
s,25230,12701.825,0,11016773,1279221
p0,25230,12701.825,0,4799717,319896
p1,25230,12701.825,-1,NaN,NaN
p2,25230,12701.825,0,10114092,329987
p3,25230,12701.825,0,5505733,336157
p4,25230,12701.825,-1,NaN,NaN
s,25230,12701.825,0,11032655,1276386
p0,25230,12701.825,0,4758979,321780
p1,25230,12701.825,-1,NaN,NaN
p2,25230,12701.825,0,10092482,330129
p3,25230,12701.825,0,5494223,335336
p4,25230,12701.825,-1,NaN,NaN
s,25230,12801.8,Hit found: 11675
1,11012817,1231117
p0,25230,12801.8,1,4776100,313190
p1,25230,12801.8,-1,NaN,NaN
p2,25230,12801.8,1,10104095,331845
p3,25230,12801.8,1,5498255,341222
p4,25230,12801.8,-1,NaN,NaN
s,25230,12801.8,Hit found: 11675
1,11000128,1224720
p0,25230,12801.8,1,4830195,312660
p1,25230,12801.8,-1,NaN,NaN
p2,25230,12801.8,1,10141976,332227
p3,25230,12801.8,1,5500957,340352
p4,25230,12801.8,-1,NaN,NaN
s,25230,12801.8,Hit found: 11675
1,10993057,1218092
p0,25230,12801.8,1,4777131,313733
p1,25230,12801.8,-1,NaN,NaN
p2,25230,12801.8,1,10163558,332661
p3,25230,12801.8,1,5529963,341763
p4,25230,12801.8,-1,NaN,NaN
s,25230,12801.8,Hit found: 11675
1,10981783,1217697
p0,25230,12801.8,1,4788078,313589
p1,25230,12801.8,-1,NaN,NaN
p2,25230,12801.8,1,10166595,331806
p3,25230,12801.8,1,5549200,341313
p4,25230,12801.8,-1,NaN,NaN
s,25230,12801.8,Hit found: 11675
1,10978248,1229299
p0,25230,12801.8,1,4794936,312993
p1,25230,12801.8,-1,NaN,NaN
p2,25230,12801.8,1,10102321,332151
p3,25230,12801.8,1,5550071,339978
p4,25230,12801.8,-1,NaN,NaN
s,25230,12901.775,Hit found: 23182
1,11022776,1259926
p0,25230,12901.775,1,4777677,306486
p1,25230,12901.775,-1,NaN,NaN
p2,25230,12901.775,1,10137205,323865
p3,25230,12901.775,1,5512896,327415
p4,25230,12901.775,-1,NaN,NaN
s,25230,12901.775,Hit found: 23182
1,11018296,1261651
p0,25230,12901.775,1,4829421,306276
p1,25230,12901.775,-1,NaN,NaN
p2,25230,12901.775,1,10167630,323279
p3,25230,12901.775,1,5526900,326052
p4,25230,12901.775,-1,NaN,NaN
s,25230,12901.775,Hit found: 23182
1,11034174,1263001
p0,25230,12901.775,1,4787881,305373
p1,25230,12901.775,-1,NaN,NaN
p2,25230,12901.775,1,10133972,326551
p3,25230,12901.775,1,5565530,328177
p4,25230,12901.775,-1,NaN,NaN
s,25230,12901.775,Hit found: 23182
1,10994849,1260704
p0,25230,12901.775,1,4775644,306217
p1,25230,12901.775,-1,NaN,NaN
p2,25230,12901.775,1,10164059,323275
p3,25230,12901.775,1,5502863,327006
p4,25230,12901.775,-1,NaN,NaN
s,25230,12901.775,Hit found: 23182
1,10990211,1261151
p0,25230,12901.775,1,4768771,305411
p1,25230,12901.775,-1,NaN,NaN
p2,25230,12901.775,1,10076601,323309
p3,25230,12901.775,1,5588518,326802
p4,25230,12901.775,-1,NaN,NaN
s,25230,13001.75,0,11037788,1284420
p0,25230,13001.75,0,4828207,319035
p1,25230,13001.75,-1,NaN,NaN
p2,25230,13001.75,0,10116399,331670
p3,25230,13001.75,0,5541579,339264
p4,25230,13001.75,-1,NaN,NaN
s,25230,13001.75,0,11011328,1246927
p0,25230,13001.75,0,4829872,320334
p1,25230,13001.75,-1,NaN,NaN
p2,25230,13001.75,0,10167953,333368
p3,25230,13001.75,0,5514550,339829
p4,25230,13001.75,-1,NaN,NaN
s,25230,13001.75,0,11026766,1257950
p0,25230,13001.75,0,4787875,317458
p1,25230,13001.75,-1,NaN,NaN
p2,25230,13001.75,0,10169719,332354
p3,25230,13001.75,0,5528752,338637
p4,25230,13001.75,-1,NaN,NaN
s,25230,13001.75,0,11005431,1247904
p0,25230,13001.75,0,4784574,319177
p1,25230,13001.75,-1,NaN,NaN
p2,25230,13001.75,0,10165552,332614
p3,25230,13001.75,0,5560284,339842
p4,25230,13001.75,-1,NaN,NaN
s,25230,13001.75,0,11008772,1248733
p0,25230,13001.75,0,4800858,316777
p1,25230,13001.75,-1,NaN,NaN
p2,25230,13001.75,0,10112265,333358
p3,25230,13001.75,0,5578714,339650
p4,25230,13001.75,-1,NaN,NaN
s,25230,1304.675,0,11025589,1221878
p0,25230,1304.675,0,4797200,312361
p1,25230,1304.675,-1,NaN,NaN
p2,25230,1304.675,0,10146524,324604
p3,25230,1304.675,0,5568535,336739
p4,25230,1304.675,-1,NaN,NaN
s,25230,1304.675,0,10988473,1226184
p0,25230,1304.675,0,4833926,313010
p1,25230,1304.675,-1,NaN,NaN
p2,25230,1304.675,0,10169761,326052
p3,25230,1304.675,0,5549736,336158
p4,25230,1304.675,-1,NaN,NaN
s,25230,1304.675,0,10976354,1223766
p0,25230,1304.675,0,4797747,312047
p1,25230,1304.675,-1,NaN,NaN
p2,25230,1304.675,0,10111710,326026
p3,25230,1304.675,0,5535336,336302
p4,25230,1304.675,-1,NaN,NaN
s,25230,1304.675,0,11058314,1221863
p0,25230,1304.675,0,4779782,311672
p1,25230,1304.675,-1,NaN,NaN
p2,25230,1304.675,0,10142437,326697
p3,25230,1304.675,0,5565770,335484
p4,25230,1304.675,-1,NaN,NaN
s,25230,1304.675,0,10997067,1225124
p0,25230,1304.675,0,4790881,312004
p1,25230,1304.675,-1,NaN,NaN
p2,25230,1304.675,0,10278997,325635
p3,25230,1304.675,0,5538532,335769
p4,25230,1304.675,-1,NaN,NaN
s,25230,13101.725,0,11016265,1269529
p0,25230,13101.725,0,4800742,308705
p1,25230,13101.725,-1,NaN,NaN
p2,25230,13101.725,0,10084857,327419
p3,25230,13101.725,0,5545592,329853
p4,25230,13101.725,-1,NaN,NaN
s,25230,13101.725,0,10971647,1270346
p0,25230,13101.725,0,4846639,307790
p1,25230,13101.725,-1,NaN,NaN
p2,25230,13101.725,0,10134843,327255
p3,25230,13101.725,0,5499419,330842
p4,25230,13101.725,-1,NaN,NaN
s,25230,13101.725,0,11054339,1274147
p0,25230,13101.725,0,4800752,306691
p1,25230,13101.725,-1,NaN,NaN
p2,25230,13101.725,0,10096523,327048
p3,25230,13101.725,0,5492105,329709
p4,25230,13101.725,-1,NaN,NaN
s,25230,13101.725,0,10992426,1269881
p0,25230,13101.725,0,4772581,305238
p1,25230,13101.725,-1,NaN,NaN
p2,25230,13101.725,0,10091496,327249
p3,25230,13101.725,0,5510664,329018
p4,25230,13101.725,-1,NaN,NaN
s,25230,13101.725,0,11053134,1270707
p0,25230,13101.725,0,4788442,305956
p1,25230,13101.725,-1,NaN,NaN
p2,25230,13101.725,0,10087110,327216
p3,25230,13101.725,0,5518074,331006
p4,25230,13101.725,-1,NaN,NaN
s,25230,13201.7,Hit found: 10464
1,11009113,1246095
p0,25230,13201.7,1,4789041,311763
p1,25230,13201.7,-1,NaN,NaN
p2,25230,13201.7,1,10154295,332908
p3,25230,13201.7,1,5528975,337998
p4,25230,13201.7,-1,NaN,NaN
s,25230,13201.7,Hit found: 10464
1,11052862,1251321
p0,25230,13201.7,1,4793177,310812
p1,25230,13201.7,-1,NaN,NaN
p2,25230,13201.7,1,10163795,330868
p3,25230,13201.7,1,5555121,338988
p4,25230,13201.7,-1,NaN,NaN
s,25230,13201.7,Hit found: 10464
1,11008548,1248457
p0,25230,13201.7,1,4767539,310080
p1,25230,13201.7,-1,NaN,NaN
p2,25230,13201.7,1,10072928,334414
p3,25230,13201.7,1,5508814,338042
p4,25230,13201.7,-1,NaN,NaN
s,25230,13201.7,Hit found: 10464
1,11059351,1244813
p0,25230,13201.7,1,4909431,311552
p1,25230,13201.7,-1,NaN,NaN
p2,25230,13201.7,1,10086558,332536
p3,25230,13201.7,1,5527638,338741
p4,25230,13201.7,-1,NaN,NaN
s,25230,13201.7,Hit found: 10464
1,10982233,1243542
p0,25230,13201.7,1,4751992,310575
p1,25230,13201.7,-1,NaN,NaN
p2,25230,13201.7,1,10158492,334875
p3,25230,13201.7,1,5524659,338033
p4,25230,13201.7,-1,NaN,NaN
s,25230,13301.675,0,10979916,1240360
p0,25230,13301.675,0,4802032,313252
p1,25230,13301.675,-1,NaN,NaN
p2,25230,13301.675,0,10139237,329611
p3,25230,13301.675,0,5513346,340278
p4,25230,13301.675,-1,NaN,NaN
s,25230,13301.675,0,11030146,1242994
p0,25230,13301.675,0,4780561,313611
p1,25230,13301.675,-1,NaN,NaN
p2,25230,13301.675,0,10108711,330914
p3,25230,13301.675,0,5513856,340657
p4,25230,13301.675,-1,NaN,NaN
s,25230,13301.675,0,11015115,1253914
p0,25230,13301.675,0,4768135,314463
p1,25230,13301.675,-1,NaN,NaN
p2,25230,13301.675,0,10191631,331467
p3,25230,13301.675,0,5490030,340668
p4,25230,13301.675,-1,NaN,NaN
s,25230,13301.675,0,11029683,1246614
p0,25230,13301.675,0,4824833,313266
p1,25230,13301.675,-1,NaN,NaN
p2,25230,13301.675,0,10107742,331939
p3,25230,13301.675,0,5512338,340457
p4,25230,13301.675,-1,NaN,NaN
s,25230,13301.675,0,10990804,1241283
p0,25230,13301.675,0,4780048,313014
p1,25230,13301.675,-1,NaN,NaN
p2,25230,13301.675,0,10508888,330141
p3,25230,13301.675,0,5558076,343329
p4,25230,13301.675,-1,NaN,NaN
s,25230,13401.65,Hit found: 8955
Hit found: 12515
2,11036511,1223064
p0,25230,13401.65,2,4770852,311105
p1,25230,13401.65,-1,NaN,NaN
p2,25230,13401.65,2,10074300,331785
p3,25230,13401.65,2,5509703,340339
p4,25230,13401.65,-1,NaN,NaN
s,25230,13401.65,Hit found: 8955
Hit found: 12515
2,10995177,1238236
p0,25230,13401.65,2,4820398,315844
p1,25230,13401.65,-1,NaN,NaN
p2,25230,13401.65,2,10193360,333060
p3,25230,13401.65,2,5506260,340505
p4,25230,13401.65,-1,NaN,NaN
s,25230,13401.65,Hit found: 8955
Hit found: 12515
2,11045927,1234573
p0,25230,13401.65,2,4805181,311542
p1,25230,13401.65,-1,NaN,NaN
p2,25230,13401.65,2,10087738,331514
p3,25230,13401.65,2,5562862,339397
p4,25230,13401.65,-1,NaN,NaN
s,25230,13401.65,Hit found: 8955
Hit found: 12515
2,11003624,1235029
p0,25230,13401.65,2,4813392,312587
p1,25230,13401.65,-1,NaN,NaN
p2,25230,13401.65,2,10132319,332558
p3,25230,13401.65,2,5526746,340260
p4,25230,13401.65,-1,NaN,NaN
s,25230,13401.65,Hit found: 8955
Hit found: 12515
2,11021602,1234661
p0,25230,13401.65,2,4808864,312079
p1,25230,13401.65,-1,NaN,NaN
p2,25230,13401.65,2,10154976,332894
p3,25230,13401.65,2,5521891,339850
p4,25230,13401.65,-1,NaN,NaN
s,25230,13501.625,Hit found: 4982
1,10993982,1240817
p0,25230,13501.625,1,4765093,314596
p1,25230,13501.625,-1,NaN,NaN
p2,25230,13501.625,1,10158119,335246
p3,25230,13501.625,1,5525587,347809
p4,25230,13501.625,-1,NaN,NaN
s,25230,13501.625,Hit found: 4982
1,11024407,1224830
p0,25230,13501.625,1,4822604,313322
p1,25230,13501.625,-1,NaN,NaN
p2,25230,13501.625,1,10125622,328628
p3,25230,13501.625,1,5568222,338391
p4,25230,13501.625,-1,NaN,NaN
s,25230,13501.625,Hit found: 4982
1,10957310,1215679
p0,25230,13501.625,1,4831332,312952
p1,25230,13501.625,-1,NaN,NaN
p2,25230,13501.625,1,10084661,326718
p3,25230,13501.625,1,5480772,340845
p4,25230,13501.625,-1,NaN,NaN
s,25230,13501.625,Hit found: 4982
1,10980055,1226009
p0,25230,13501.625,1,4782873,314613
p1,25230,13501.625,-1,NaN,NaN
p2,25230,13501.625,1,10096375,330281
p3,25230,13501.625,1,5515352,341735
p4,25230,13501.625,-1,NaN,NaN
s,25230,13501.625,Hit found: 4982
1,11012656,1230197
p0,25230,13501.625,1,4798533,312016
p1,25230,13501.625,-1,NaN,NaN
p2,25230,13501.625,1,10150323,327651
p3,25230,13501.625,1,5526236,340171
p4,25230,13501.625,-1,NaN,NaN
s,25230,13601.600000000002,0,10981846,1215477
p0,25230,13601.600000000002,0,4805614,312425
p1,25230,13601.600000000002,-1,NaN,NaN
p2,25230,13601.600000000002,0,10099271,330460
p3,25230,13601.600000000002,0,5512550,338982
p4,25230,13601.600000000002,-1,NaN,NaN
s,25230,13601.600000000002,0,10996614,1216302
p0,25230,13601.600000000002,0,4760711,310431
p1,25230,13601.600000000002,-1,NaN,NaN
p2,25230,13601.600000000002,0,10090029,330427
p3,25230,13601.600000000002,0,5855462,338875
p4,25230,13601.600000000002,-1,NaN,NaN
s,25230,13601.600000000002,0,11083317,1216440
p0,25230,13601.600000000002,0,4751204,310635
p1,25230,13601.600000000002,-1,NaN,NaN
p2,25230,13601.600000000002,0,10162650,330863
p3,25230,13601.600000000002,0,5544033,340226
p4,25230,13601.600000000002,-1,NaN,NaN
s,25230,13601.600000000002,0,11005316,1216857
p0,25230,13601.600000000002,0,4777743,312509
p1,25230,13601.600000000002,-1,NaN,NaN
p2,25230,13601.600000000002,0,10276994,332260
p3,25230,13601.600000000002,0,5526954,337965
p4,25230,13601.600000000002,-1,NaN,NaN
s,25230,13601.600000000002,0,10992879,1216868
p0,25230,13601.600000000002,0,4777696,310041
p1,25230,13601.600000000002,-1,NaN,NaN
p2,25230,13601.600000000002,0,10165434,330802
p3,25230,13601.600000000002,0,5486498,338310
p4,25230,13601.600000000002,-1,NaN,NaN
s,25230,13701.575000000003,Hit found: 5770
1,10969344,1260593
p0,25230,13701.575000000003,1,4803872,312439
p1,25230,13701.575000000003,-1,NaN,NaN
p2,25230,13701.575000000003,1,10169639,329889
p3,25230,13701.575000000003,1,5525710,337114
p4,25230,13701.575000000003,-1,NaN,NaN
s,25230,13701.575000000003,Hit found: 5770
1,10997640,1270373
p0,25230,13701.575000000003,1,4801023,312755
p1,25230,13701.575000000003,-1,NaN,NaN
p2,25230,13701.575000000003,1,10132367,330288
p3,25230,13701.575000000003,1,5520591,337425
p4,25230,13701.575000000003,-1,NaN,NaN
s,25230,13701.575000000003,Hit found: 5770
1,10945461,1260053
p0,25230,13701.575000000003,1,4782643,313201
p1,25230,13701.575000000003,-1,NaN,NaN
p2,25230,13701.575000000003,1,10091064,329942
p3,25230,13701.575000000003,1,5513442,339157
p4,25230,13701.575000000003,-1,NaN,NaN
s,25230,13701.575000000003,Hit found: 5770
1,11035779,1236420
p0,25230,13701.575000000003,1,4772615,313002
p1,25230,13701.575000000003,-1,NaN,NaN
p2,25230,13701.575000000003,1,10178919,331143
p3,25230,13701.575000000003,1,5498871,338373
p4,25230,13701.575000000003,-1,NaN,NaN
s,25230,13701.575000000003,Hit found: 5770
1,10976374,1285038
p0,25230,13701.575000000003,1,4786300,313707
p1,25230,13701.575000000003,-1,NaN,NaN
