type,neurons,density,hits,building_time,search_time
p2,25230,393000.0,1,10411942,317444
p3,25230,393000.0,1,7085666,325416
s,25230,394000.0,14,10925231,1259390
p0,25230,394000.0,14,6589685,308029
p2,25230,394000.0,14,10405364,326057
p3,25230,394000.0,14,7099072,333352
s,25230,395000.00000000006,0,10961866,1286581
p0,25230,395000.00000000006,0,6743395,300573
p2,25230,395000.00000000006,0,10443538,319742
p3,25230,395000.00000000006,0,7121399,321537
s,25230,396000.0,0,10998244,1205603
p0,25230,396000.0,0,6531787,296219
p2,25230,396000.0,0,10461030,326964
p3,25230,396000.0,0,7109320,335275
s,25230,397000.0,12,10926141,1310441
p0,25230,397000.0,12,6535633,302725
p2,25230,397000.0,12,10439960,319236
p3,25230,397000.0,12,7109520,324228
s,25230,398000.0,2,10989968,1244924
p0,25230,398000.0,2,6518847,292080
p2,25230,398000.0,2,10416106,316894
p3,25230,398000.0,2,7038961,329043
s,25230,399000.0,4,10891250,1256906
p0,25230,399000.0,4,6549207,291542
p2,25230,399000.0,4,10441380,315601
p3,25230,399000.0,4,7095112,329355
s,25230,400000.0,5,10950847,1326094
p0,25230,400000.0,5,6553880,293899
p2,25230,400000.0,5,10387176,315412
p3,25230,400000.0,5,7136936,321784
s,25230,401000.0,9,10940392,1240765
p0,25230,401000.0,9,6556462,306381
p2,25230,401000.0,9,10426989,323683
p3,25230,401000.0,9,7126739,334509
s,25230,402000.0,0,10912866,1288040
p0,25230,402000.0,0,6566806,279308
p2,25230,402000.0,0,10431051,307872
p3,25230,402000.0,0,7086102,314814
s,25230,403000.0,9,10887308,1298321
p0,25230,403000.0,9,6551472,301471
p2,25230,403000.0,9,10376697,320012
p3,25230,403000.0,9,7084331,325462
s,25230,404000.0,14,10929648,1272423
p0,25230,404000.0,14,6609164,298267
p2,25230,404000.0,14,10422185,322342
p3,25230,404000.0,14,7064281,332835
s,25230,405000.0,14,10918506,1282106
p0,25230,405000.0,14,6566581,301115
p2,25230,405000.0,14,10436640,326127
p3,25230,405000.0,14,7069218,332907
s,25230,406000.0,9,10964705,1344115
p0,25230,406000.0,9,6524557,297951
p2,25230,406000.0,9,10330873,320639
p3,25230,406000.0,9,7132941,323075
s,25230,407000.0,2,10929529,1226976
p0,25230,407000.0,2,6567714,303304
p2,25230,407000.0,2,10443503,322360
p3,25230,407000.0,2,7087393,337204
s,25230,408000.00000000006,17,10910435,1272625
p0,25230,408000.00000000006,17,6514302,298638
p2,25230,408000.00000000006,16,10446625,322355
p3,25230,408000.00000000006,17,7081103,330565
s,25230,409000.0,12,10946631,1302089
p0,25230,409000.0,12,6578870,304414
p2,25230,409000.0,12,10403712,320454
p3,25230,409000.0,12,7110341,326236
s,25230,410000.0,15,10942591,1285493
p0,25230,410000.0,15,6585739,301298
p2,25230,410000.0,15,10440920,320390
p3,25230,410000.0,15,7081902,328361
s,25230,410999.99999999994,11,10905812,1298355
p0,25230,410999.99999999994,11,6516276,302603
p2,25230,410999.99999999994,11,10409102,323272
p3,25230,410999.99999999994,11,7102995,332590
s,25230,411999.99999999994,4,10972490,1232881
p0,25230,411999.99999999994,4,6591316,294472
p2,25230,411999.99999999994,4,10442908,316079
p3,25230,411999.99999999994,4,7126828,332615
s,25230,413000.0,0,10904363,1219359
p0,25230,413000.0,0,6540063,296602
p2,25230,413000.0,0,10398504,320814
p3,25230,413000.0,0,7085190,335078
s,25230,414000.0,0,10940031,1320870
p0,25230,414000.0,0,6499127,297602
p2,25230,414000.0,0,10428853,321099
p3,25230,414000.0,0,7123894,325757
s,25230,415000.0,9,10909237,1304283
p0,25230,415000.0,9,6541165,294912
p2,25230,415000.0,9,10419691,311707
p3,25230,415000.0,9,7036966,319706
s,25230,416000.0,6,10971544,1302692
p0,25230,416000.0,6,6520697,294404
p2,25230,416000.0,6,10450749,317330
p3,25230,416000.0,6,7080115,324330
s,25230,417000.00000000006,7,10939600,1246253
p0,25230,417000.00000000006,7,6516032,308475
p2,25230,417000.00000000006,7,10421717,325450
p3,25230,417000.00000000006,7,7080361,335697
s,25230,418000.00000000006,9,10931923,1266569
p0,25230,418000.00000000006,9,6515690,305310
p2,25230,418000.00000000006,9,10335748,321135
p3,25230,418000.00000000006,9,7134458,326553
s,25230,419000.0,8,10923678,1278106
p0,25230,419000.0,8,6559672,303783
p2,25230,419000.0,8,10420324,323877
p3,25230,419000.0,8,7105735,330958
s,25230,419999.99999999994,14,10926303,1259556
p0,25230,419999.99999999994,14,6501040,305271
p2,25230,419999.99999999994,14,10401352,323870
p3,25230,419999.99999999994,14,7115280,332991
s,25230,420999.99999999994,1,10910275,1260601
p0,25230,420999.99999999994,1,6545817,284089
p2,25230,420999.99999999994,1,10377492,307390
p3,25230,420999.99999999994,1,7043632,321052
s,25230,422000.0,3,10970839,1234011
p0,25230,422000.0,3,6548493,305684
p2,25230,422000.0,3,10838744,325633
p3,25230,422000.0,3,7053395,336010
s,25230,423000.0,6,10948224,1237636
p0,25230,423000.0,6,6561031,301041
p2,25230,423000.0,6,10354625,321131
p3,25230,423000.0,6,7108215,330839
s,25230,424000.0,15,10940440,1238240
p0,25230,424000.0,15,6544088,299654
p2,25230,424000.0,15,10773432,321053
p3,25230,424000.0,15,7069398,334947
s,25230,425000.0,1,10910990,1312886
p0,25230,425000.0,1,6528443,294167
p2,25230,425000.0,1,10416851,318672
p3,25230,425000.0,1,7065676,318716
s,25230,426000.0,7,10931103,1317435
p0,25230,426000.0,7,6537072,305740
p2,25230,426000.0,7,10395420,321248
p3,25230,426000.0,7,7088006,325731
s,25230,427000.0,1,11031525,1292260
p0,25230,427000.0,1,6555162,293222
p2,25230,427000.0,1,10385631,310497
p3,25230,427000.0,1,7106893,313586
s,25230,428000.0,9,10938856,1289929
p0,25230,428000.0,9,6564035,309745
p2,25230,428000.0,9,10409672,321934
p3,25230,428000.0,9,7167997,330387
s,25230,429000.0,9,10915532,1256319
p0,25230,429000.0,9,6639981,299136
p2,25230,429000.0,9,10413273,319005
p3,25230,429000.0,9,7105654,329704
s,25230,430000.0,3,10932419,1249876
p0,25230,430000.0,3,6547170,304988
p2,25230,430000.0,3,10423799,326827
p3,25230,430000.0,3,7093192,336663
s,25230,431000.0,8,10928038,1288771
p0,25230,431000.0,8,6574335,301793
p2,25230,431000.0,8,10462390,323972
p3,25230,431000.0,8,7113869,331140
s,25230,432000.0,10,10904882,1280688
p0,25230,432000.0,10,6607632,296614
p2,25230,432000.0,10,10462854,317970
p3,25230,432000.0,10,7107028,325919
s,25230,433000.0,15,10947426,1295646
p0,25230,433000.0,15,6580530,308522
p2,25230,433000.0,15,10386070,325533
p3,25230,433000.0,15,7184442,333859
s,25230,434000.0,8,11009731,1263295
p0,25230,434000.0,8,6558481,306899
p2,25230,434000.0,8,10429088,322906
p3,25230,434000.0,8,7078722,332447
s,25230,435000.0,0,10955319,1216747
p0,25230,435000.0,0,6549306,299079
p2,25230,435000.0,0,10434861,320025
p3,25230,435000.0,0,7107012,336160
s,25230,436000.0,6,10921213,1337761
p0,25230,436000.0,6,6548101,298366
p2,25230,436000.0,6,10379552,322777
p3,25230,436000.0,6,7098275,327935
s,25230,437000.0,9,11006850,1290817
p0,25230,437000.0,9,6553937,301563
p2,25230,437000.0,9,10375899,322292
p3,25230,437000.0,9,7102911,330774
s,25230,438000.0,3,10906377,1284255
p0,25230,438000.0,3,6597190,306847
p2,25230,438000.0,3,10394132,324289
p3,25230,438000.0,3,7117174,329301
s,25230,439000.0,13,10964556,1249514
p0,25230,439000.0,13,6570573,300387
p2,25230,439000.0,13,10475483,322457
p3,25230,439000.0,13,7028949,334134
s,25230,440000.00000000006,3,10935209,1312838
p0,25230,440000.00000000006,3,6589489,293239
p2,25230,440000.00000000006,3,10416895,319694
p3,25230,440000.00000000006,3,7120997,321234
s,25230,441000.0,8,10933853,1263495
p0,25230,441000.0,8,6549787,296907
p2,25230,441000.0,8,10344206,319582
p3,25230,441000.0,8,7156981,331664
s,25230,441999.99999999994,0,10936192,1233224
p0,25230,441999.99999999994,0,6541787,291418
p2,25230,441999.99999999994,0,10431927,315124
p3,25230,441999.99999999994,0,7088501,327406
s,25230,442999.99999999994,4,10954169,1177129
p0,25230,442999.99999999994,4,6526466,301784
p2,25230,442999.99999999994,4,10383619,322389
p3,25230,442999.99999999994,4,7117783,336349
s,25230,444000.0,0,10968392,1275857
p0,25230,444000.0,0,6544086,304628
p2,25230,444000.0,0,10409880,323160
p3,25230,444000.0,0,7152108,329272
s,25230,445000.0,21,10943677,1293199
p0,25230,445000.0,21,6568337,303426
p2,25230,445000.0,21,10420239,319746
p3,25230,445000.0,21,7142707,329459
s,25230,446000.0,3,10918101,1298086
p0,25230,446000.0,3,6502216,291080
p2,25230,446000.0,3,10415146,310168
p3,25230,446000.0,3,7128190,322046
s,25230,447000.0,10,10960076,1261057
p0,25230,447000.0,10,6560767,305715
p2,25230,447000.0,10,10451411,327202
p3,25230,447000.0,10,7134773,333324
s,25230,448000.0,11,10916623,1241711
p0,25230,448000.0,11,6505005,305327
p2,25230,448000.0,11,10394046,326352
p3,25230,448000.0,11,7112699,335844
s,25230,449000.00000000006,12,10918386,1271898
p0,25230,449000.00000000006,12,6565992,305633
p2,25230,449000.00000000006,12,10338587,323075
p3,25230,449000.00000000006,12,7104660,332012
s,25230,450000.0,7,10987874,1271212
p0,25230,450000.0,7,6595492,307243
p2,25230,450000.0,7,10331805,324770
p3,25230,450000.0,7,7097034,329981
s,25230,451000.0,3,10922166,1244254
p0,25230,451000.0,3,6588879,296108
p2,25230,451000.0,3,10364788,319918
p3,25230,451000.0,3,7150987,329390
s,25230,451999.99999999994,12,10964219,1275629
p0,25230,451999.99999999994,12,6567990,299932
p2,25230,451999.99999999994,12,10447578,320969
p3,25230,451999.99999999994,12,7074203,326649
s,25230,453000.0,5,10983083,1236365
p0,25230,453000.0,5,6560423,300344
p2,25230,453000.0,5,10428308,320941
p3,25230,453000.0,5,7096775,332737
s,25230,454000.0,1,10950725,1305470
p0,25230,454000.0,1,6547699,295354
p2,25230,454000.0,1,10403245,317003
p3,25230,454000.0,1,7068292,320986
s,25230,455000.0,12,10948969,1333817
p0,25230,455000.0,12,6570953,301550
p2,25230,455000.0,12,10483810,320836
p3,25230,455000.0,12,7125543,329149
s,25230,456000.0,7,10944850,1266167
p0,25230,456000.0,7,6538988,309229
p2,25230,456000.0,7,10376372,324858
p3,25230,456000.0,7,7122482,334927
s,25230,457000.0,19,10911039,1285794
p0,25230,457000.0,19,6569405,304544
p2,25230,457000.0,19,10385852,321110
p3,25230,457000.0,19,7113736,329454
s,25230,458000.0,4,10909396,1353538
p0,25230,458000.0,4,6559135,298532
p2,25230,458000.0,4,10405477,319647
p3,25230,458000.0,4,7063663,328988
s,25230,459000.0,0,10942773,1274343
p0,25230,459000.0,0,6539394,306454
p2,25230,459000.0,0,10402130,322536
p3,25230,459000.0,0,7123865,328660
s,25230,460000.0,2,10925037,1283001
p0,25230,460000.0,2,6520169,295031
p2,25230,460000.0,2,10526999,319490
p3,25230,460000.0,2,7124200,329025
s,25230,461000.0,7,10929841,1279224
p0,25230,461000.0,7,6526549,298992
p2,25230,461000.0,7,10434724,321002
p3,25230,461000.0,7,7072569,332874
s,25230,462000.00000000006,2,10931293,1299080
p0,25230,462000.00000000006,2,6538863,308263
p2,25230,462000.00000000006,2,10423113,326602
p3,25230,462000.00000000006,2,7075515,331239
s,25230,463000.0,7,10913705,1253062
p0,25230,463000.0,7,6496813,305470
p2,25230,463000.0,7,10397102,324538
p3,25230,463000.0,7,7105307,334636
s,25230,464000.0,3,10927611,1227259
p0,25230,464000.0,3,6478372,295297
p2,25230,464000.0,3,10435821,315408
p3,25230,464000.0,3,7067776,331208
s,25230,465000.0,10,10962212,1295860
p0,25230,465000.0,10,6540893,304030
p2,25230,465000.0,10,10456888,323718
p3,25230,465000.0,10,7189953,329286
s,25230,465999.99999999994,18,11260879,1280139
p0,25230,465999.99999999994,18,6553175,300587
p2,25230,465999.99999999994,18,10392302,320693
p3,25230,465999.99999999994,18,7125070,329857
s,25230,467000.0,0,11025262,1238302
p0,25230,467000.0,0,6541923,300585
p2,25230,467000.0,0,10437758,322544
p3,25230,467000.0,0,7125299,336476
s,25230,468000.0,4,10948912,1274997
p0,25230,468000.0,4,6495659,298571
p2,25230,468000.0,4,10476179,320641
p3,25230,468000.0,4,7128980,326358
s,25230,469000.0,1,10935604,1252453
p0,25230,469000.0,1,6551449,303990
p2,25230,469000.0,1,10446137,326179
p3,25230,469000.0,1,7125746,336869
s,25230,470000.0,20,10943936,1255971
p0,25230,470000.0,20,6545982,302357
p2,25230,470000.0,20,10378597,323034
p3,25230,470000.0,20,7138226,333601
s,25230,471000.00000000006,5,10900762,1320626
p0,25230,471000.00000000006,5,6543927,293117
p2,25230,471000.00000000006,5,10464765,313252
p3,25230,471000.00000000006,5,7062191,318804
s,25230,472000.00000000006,13,10940518,1238883
p0,25230,472000.00000000006,13,6523629,301521
p2,25230,472000.00000000006,13,10395476,323574
p3,25230,472000.00000000006,13,7091361,336476
s,25230,473000.0,12,10930469,1325667
p0,25230,473000.0,12,6511456,303630
p2,25230,473000.0,12,10391517,321805
p3,25230,473000.0,12,7094150,326747
s,25230,473999.99999999994,2,10911746,1314066
p0,25230,473999.99999999994,2,6531968,287893
p2,25230,473999.99999999994,2,10388838,304174
p3,25230,473999.99999999994,2,7075532,312350
s,25230,474999.99999999994,12,10942735,1286067
p0,25230,474999.99999999994,12,6514358,301951
p2,25230,474999.99999999994,12,10441607,321754
p3,25230,474999.99999999994,12,7132669,332320
s,25230,476000.0,9,10927236,1239033
p0,25230,476000.0,9,6541947,307309
p2,25230,476000.0,9,10378146,325211
p3,25230,476000.0,9,7057996,336114
s,25230,477000.0,2,10936255,1277682
p0,25230,477000.0,2,6591240,285183
p2,25230,477000.0,2,10345553,310615
p3,25230,477000.0,2,7109862,320277
s,25230,478000.0,20,10989267,1258815
p0,25230,478000.0,20,6546341,301445
p2,25230,478000.0,20,10443739,323312
p3,25230,478000.0,20,7133320,331891
s,25230,479000.0,8,10938172,1235388
p0,25230,479000.0,8,6565347,302441
p2,25230,479000.0,8,10416310,323139
p3,25230,479000.0,8,7147020,335123
s,25230,480000.00000000006,6,10981683,1315081
p0,25230,480000.00000000006,6,6567098,300051
p2,25230,480000.00000000006,6,10413985,321786
p3,25230,480000.00000000006,6,7056897,330102
s,25230,481000.0,8,10998346,1278810
p0,25230,481000.0,8,6497476,295042
p2,25230,481000.0,8,10425633,320744
p3,25230,481000.0,8,7121784,328412
s,25230,482000.0,6,10902751,1300166
p0,25230,482000.0,6,6557335,301635
p2,25230,482000.0,6,10443817,312454
p3,25230,482000.0,6,7082143,321229
s,25230,483000.0,0,11014220,1277629
p0,25230,483000.0,0,6522375,292076
p2,25230,483000.0,0,10460525,309114
p3,25230,483000.0,0,7137048,316509
s,25230,483999.99999999994,12,10917313,1277638
p0,25230,483999.99999999994,12,6561605,298457
p2,25230,483999.99999999994,12,10463265,321348
p3,25230,483999.99999999994,12,7104463,332210
s,25230,485000.0,2,10924876,1283024
p0,25230,485000.0,2,6565605,294119
p2,25230,485000.0,2,10430045,313116
p3,25230,485000.0,2,7172074,323885
s,25230,486000.0,0,10963253,1232359
p0,25230,486000.0,0,6586092,298564
p2,25230,486000.0,0,10414317,318034
p3,25230,486000.0,0,7080899,330101
s,25230,487000.0,0,10974273,1291899
p0,25230,487000.0,0,6480596,298932
p2,25230,487000.0,0,10427183,314593
p3,25230,487000.0,0,7144756,320776
s,25230,488000.0,19,10955126,1253947
p0,25230,488000.0,19,6497865,298062
p2,25230,488000.0,19,10448370,322241
p3,25230,488000.0,19,7100591,331674
s,25230,489000.0,9,10955747,1306001
p0,25230,489000.0,9,6521592,303721
p2,25230,489000.0,9,10432001,322394
p3,25230,489000.0,9,7127859,325684
s,25230,490000.0,2,10954917,1265581
p0,25230,490000.0,2,6545800,293520
p2,25230,490000.0,2,10354125,316163
p3,25230,490000.0,2,7105531,326749
s,25230,491000.0,4,10945420,1274238
p0,25230,491000.0,4,6491083,303069
p2,25230,491000.0,4,10415119,327888
p3,25230,491000.0,4,7122545,333527
s,25230,492000.0,2,10963669,1326246
p0,25230,492000.0,2,6578683,306680
p2,25230,492000.0,2,10372746,323432
p3,25230,492000.0,2,7120260,326122
s,25230,493000.0,10,10909282,1270547
p0,25230,493000.0,10,6537242,307126
p2,25230,493000.0,10,10432286,323984
p3,25230,493000.0,10,7148659,331312
s,25230,494000.00000000006,22,10942387,1300844
p0,25230,494000.00000000006,22,6541731,298698
p2,25230,494000.00000000006,22,10434039,319315
p3,25230,494000.00000000006,22,7119422,328335
s,25230,495000.0,18,10922480,1279749
p0,25230,495000.0,18,6550400,307984
p2,25230,495000.0,18,10420078,330447
p3,25230,495000.0,18,7091418,332718
s,25230,496000.0,8,10949457,1274836
p0,25230,496000.0,8,6549959,301104
p2,25230,496000.0,8,10448641,321361
p3,25230,496000.0,8,7106519,329879
s,25230,496999.99999999994,11,10921253,1254677
p0,25230,496999.99999999994,11,6560920,299248
p2,25230,496999.99999999994,11,10452381,321154
p3,25230,496999.99999999994,11,7153858,331681
s,25230,498000.0,8,10925594,1306970
p0,25230,498000.0,8,6553280,295184
p2,25230,498000.0,8,10384865,314932
p3,25230,498000.0,8,7088574,319957
s,25230,499000.0,0,10922157,1287555
p0,25230,499000.0,0,6528063,289876
p2,25230,499000.0,0,10393489,312306
p3,25230,499000.0,0,7062960,314950
s,25230,500000.0,10,10966854,1312470
p0,25230,500000.0,10,6547676,299571
p2,25230,500000.0,10,10411066,321084
p3,25230,500000.0,10,7071569,328042
