type,neurons,density,hits,building_time,search_time
p2,25230,223000.0,1,10365641,317055
p3,25230,223000.0,1,7147659,319020
s,25230,224000.0,11,10931722,1231384
p0,25230,224000.0,11,6588765,301804
p2,25230,224000.0,11,10464297,323234
p3,25230,224000.0,11,7079619,333785
s,25230,225000.0,7,10965023,1256433
p0,25230,225000.0,7,6502566,300295
p2,25230,225000.0,7,10397465,323074
p3,25230,225000.0,7,7124554,332332
s,25230,226000.0,8,10928239,1225797
p0,25230,226000.0,8,6542698,301135
p2,25230,226000.0,8,10408335,324783
p3,25230,226000.0,8,7133267,334792
s,25230,227000.0,7,10956172,1234990
p0,25230,227000.0,7,6496916,301111
p2,25230,227000.0,7,10350931,324965
p3,25230,227000.0,7,7045124,333814
s,25230,228000.0,3,10967274,1248253
p0,25230,228000.0,3,6578492,311914
p2,25230,228000.0,3,10424461,324612
p3,25230,228000.0,3,7054527,332248
s,25230,229000.0,1,10904974,1298321
p0,25230,229000.0,1,6542261,294670
p2,25230,229000.0,1,10357640,314227
p3,25230,229000.0,1,7052724,322121
s,25230,230000.0,3,10952721,1295740
p0,25230,230000.0,3,6516588,301963
p2,25230,230000.0,3,10410343,322735
p3,25230,230000.0,3,7081692,327536
s,25230,230999.99999999997,8,10953831,1277389
p0,25230,230999.99999999997,8,6554323,306023
p2,25230,230999.99999999997,8,10427311,325427
p3,25230,230999.99999999997,8,7081895,331581
s,25230,232000.0,0,10964467,1282446
p0,25230,232000.0,0,6522586,298390
p2,25230,232000.0,0,10405155,314445
p3,25230,232000.0,0,7086670,319272
s,25230,233000.0,0,10939321,1296954
p0,25230,233000.0,0,6586980,298401
p2,25230,233000.0,0,10363651,321261
p3,25230,233000.0,0,7120058,326339
s,25230,234000.00000000003,8,10938778,1289947
p0,25230,234000.00000000003,8,6561152,299754
p2,25230,234000.00000000003,8,10429537,318867
p3,25230,234000.00000000003,8,7133574,326008
s,25230,234999.99999999997,2,10913143,1329866
p0,25230,234999.99999999997,2,6602594,295922
p2,25230,234999.99999999997,2,10394632,319369
p3,25230,234999.99999999997,2,7080476,323517
s,25230,236000.0,2,11042071,1245013
p0,25230,236000.0,2,6567386,297006
p2,25230,236000.0,2,10402714,316951
p3,25230,236000.0,2,7098581,332733
s,25230,237000.0,6,10927152,1249814
p0,25230,237000.0,6,6492003,295480
p2,25230,237000.0,6,10436677,319292
p3,25230,237000.0,6,7085228,334257
s,25230,238000.0,3,10958524,1299742
p0,25230,238000.0,3,6538123,296147
p2,25230,238000.0,3,10438557,320907
p3,25230,238000.0,3,7047852,328169
s,25230,239000.0,0,11095275,1284021
p0,25230,239000.0,0,6519801,297695
p2,25230,239000.0,0,10375560,321822
p3,25230,239000.0,0,7053963,329015
s,25230,240000.0,0,10930262,1312081
p0,25230,240000.0,0,6550553,295084
p2,25230,240000.0,0,10423681,314421
p3,25230,240000.0,0,7123720,318888
s,25230,241000.0,10,10917987,1274075
p0,25230,241000.0,10,6519493,305400
p2,25230,241000.0,10,10457405,324564
p3,25230,241000.0,10,7254544,330590
s,25230,242000.0,3,10920431,1228731
p0,25230,242000.0,3,6556523,297957
p2,25230,242000.0,3,10383151,320152
p3,25230,242000.0,3,7152210,330414
s,25230,243000.0,7,10929147,1280595
p0,25230,243000.0,7,6543400,299936
p2,25230,243000.0,7,10485639,322047
p3,25230,243000.0,7,7138812,332604
s,25230,244000.0,0,10938178,1259175
p0,25230,244000.0,0,6598403,283382
p2,25230,244000.0,0,10431929,302517
p3,25230,244000.0,0,7121368,318863
s,25230,245000.00000000003,9,10909463,1269959
p0,25230,245000.00000000003,9,6564447,303832
p2,25230,245000.00000000003,9,10331693,325298
p3,25230,245000.00000000003,9,7058337,336056
s,25230,245999.99999999997,0,10968418,1233883
p0,25230,245999.99999999997,0,6528195,293644
p2,25230,245999.99999999997,0,10401082,310443
p3,25230,245999.99999999997,0,7122555,324699
s,25230,247000.0,8,10979793,1218120
p0,25230,247000.0,8,6569049,298748
p2,25230,247000.0,8,10338870,322462
p3,25230,247000.0,8,7053288,337154
s,25230,248000.0,1,10969943,1296494
p0,25230,248000.0,1,6539521,281842
p2,25230,248000.0,1,10393861,308288
p3,25230,248000.0,1,7061998,314457
s,25230,249000.0,1,10908423,1296026
p0,25230,249000.0,1,6557705,286644
p2,25230,249000.0,1,10324087,307906
p3,25230,249000.0,1,7081117,317357
s,25230,250000.0,7,10965558,1272204
p0,25230,250000.0,7,6563678,300839
p2,25230,250000.0,7,10448173,321736
p3,25230,250000.0,7,7052411,333326
s,25230,250999.99999999997,3,10925532,1317604
p0,25230,250999.99999999997,3,6554350,299448
p2,25230,250999.99999999997,3,10433281,321292
p3,25230,250999.99999999997,3,7170193,325363
s,25230,252000.0,7,10913706,1227068
p0,25230,252000.0,7,6538126,306392
p2,25230,252000.0,7,10403120,323461
p3,25230,252000.0,7,7142861,334250
s,25230,253000.0,0,10900792,1268524
p0,25230,253000.0,0,6563449,294374
p2,25230,253000.0,0,10410862,317404
p3,25230,253000.0,0,7110481,326538
s,25230,254000.0,3,10935945,1230502
p0,25230,254000.0,3,6560688,292924
p2,25230,254000.0,3,10434669,320239
p3,25230,254000.0,3,7055593,330603
s,25230,255000.0,2,10946334,1238012
p0,25230,255000.0,2,6541111,303152
p2,25230,255000.0,2,10593627,323621
p3,25230,255000.0,2,7152717,337125
s,25230,256000.0,9,10930986,1283727
p0,25230,256000.0,9,6552777,308163
p2,25230,256000.0,9,10391074,322782
p3,25230,256000.0,9,7128476,329320
s,25230,257000.0,10,10929791,1245703
p0,25230,257000.0,10,6546832,299521
p2,25230,257000.0,10,10408890,323048
p3,25230,257000.0,10,7085023,334604
s,25230,258000.0,3,10937753,1288411
p0,25230,258000.0,3,6579687,297628
p2,25230,258000.0,3,10388860,321033
p3,25230,258000.0,3,7115762,324078
s,25230,259000.0,5,10949623,1218804
p0,25230,259000.0,5,6520287,299588
p2,25230,259000.0,5,10377177,321893
p3,25230,259000.0,5,7163203,335022
s,25230,260000.0,5,10945531,1306261
p0,25230,260000.0,5,6498268,297900
p2,25230,260000.0,5,10358769,321321
p3,25230,260000.0,5,7118542,326669
s,25230,261000.00000000003,9,10947489,1236925
p0,25230,261000.00000000003,9,6559950,299602
p2,25230,261000.00000000003,9,10389670,322799
p3,25230,261000.00000000003,9,7116786,334943
s,25230,261999.99999999997,10,10920752,1279466
p0,25230,261999.99999999997,10,6543004,301809
p2,25230,261999.99999999997,9,10451411,321810
p3,25230,261999.99999999997,10,7133675,336162
s,25230,263000.0,0,10940598,1181385
p0,25230,263000.0,0,6561611,298853
p2,25230,263000.0,0,10396941,318906
p3,25230,263000.0,0,7102067,336453
s,25230,264000.0,4,10950520,1309058
p0,25230,264000.0,4,6516642,301267
p2,25230,264000.0,4,10398882,321107
p3,25230,264000.0,4,7095818,323604
s,25230,265000.0,5,10941754,1263646
p0,25230,265000.0,5,6556926,295891
p2,25230,265000.0,5,10437279,320838
p3,25230,265000.0,5,7064127,333120
s,25230,266000.0,3,10923704,1276780
p0,25230,266000.0,3,6557403,295792
p2,25230,266000.0,3,10393575,321191
p3,25230,266000.0,3,7067892,322430
s,25230,267000.0,6,10963920,1245059
p0,25230,267000.0,6,6516888,306972
p2,25230,267000.0,6,10363314,324140
p3,25230,267000.0,6,7096954,332073
s,25230,268000.0,1,10960837,1273396
p0,25230,268000.0,1,6545008,303517
p2,25230,268000.0,1,10453885,321019
p3,25230,268000.0,1,7096374,328284
s,25230,269000.0,0,10940164,1234877
p0,25230,269000.0,0,6533262,303742
p2,25230,269000.0,0,10392848,325399
p3,25230,269000.0,0,7164678,336275
s,25230,270000.0,1,10947837,1282254
p0,25230,270000.0,1,6558228,294731
p2,25230,270000.0,1,10430921,319289
p3,25230,270000.0,1,7054557,323176
s,25230,271000.0,1,11369443,1306086
p0,25230,271000.0,1,6559939,296310
p2,25230,271000.0,1,10398931,321287
p3,25230,271000.0,1,7148708,325748
s,25230,272000.0,4,10975383,1312634
p0,25230,272000.0,4,6535925,294704
p2,25230,272000.0,4,10390182,316127
p3,25230,272000.0,4,7148223,321874
s,25230,273000.0,0,10940831,1256135
p0,25230,273000.0,0,6567137,291616
p2,25230,273000.0,0,10484228,316610
p3,25230,273000.0,0,7121725,330865
s,25230,274000.0,5,10915135,1287871
p0,25230,274000.0,5,6557807,312073
p2,25230,274000.0,5,10455916,324849
p3,25230,274000.0,5,7098452,332204
s,25230,275000.0,1,10946122,1215549
p0,25230,275000.0,1,6585182,299798
p2,25230,275000.0,1,10376036,321465
p3,25230,275000.0,1,7149751,336505
s,25230,276000.0,1,10920097,1306541
p0,25230,276000.0,1,6556047,293363
p2,25230,276000.0,1,10387607,317033
p3,25230,276000.0,1,7077968,315205
s,25230,277000.0,1,10935931,1268544
p0,25230,277000.0,1,6580950,298171
p2,25230,277000.0,1,10469685,320143
p3,25230,277000.0,1,7127652,330884
s,25230,278000.0,2,10922967,1272099
p0,25230,278000.0,2,6573448,293079
p2,25230,278000.0,2,10451838,315452
p3,25230,278000.0,2,7048492,322257
s,25230,278999.99999999994,1,10945274,1285205
p0,25230,278999.99999999994,1,6671764,301711
p2,25230,278999.99999999994,1,10414310,317995
p3,25230,278999.99999999994,1,7084403,328003
s,25230,280000.0,0,10944292,1219760
p0,25230,280000.0,0,6579647,305227
p2,25230,280000.0,0,10426310,323461
p3,25230,280000.0,0,7155620,334901
s,25230,281000.0,0,10953038,1249757
p0,25230,281000.0,0,6556113,303250
p2,25230,281000.0,0,10452794,321953
p3,25230,281000.0,0,7120711,331558
s,25230,282000.0,10,10908733,1201633
p0,25230,282000.0,10,6548925,299834
p2,25230,282000.0,10,10383236,322533
p3,25230,282000.0,10,7058953,336094
s,25230,283000.0,5,10958997,1300453
p0,25230,283000.0,5,6554677,302494
p2,25230,283000.0,5,10373362,318411
p3,25230,283000.0,5,7159009,323714
s,25230,284000.0,14,10942762,1238692
p0,25230,284000.0,14,6579637,300644
p2,25230,284000.0,14,10415624,322268
p3,25230,284000.0,14,7115670,333170
s,25230,285000.0,15,10917895,1254498
p0,25230,285000.0,15,6551001,306019
p2,25230,285000.0,15,10351347,326414
p3,25230,285000.0,15,7070069,335994
s,25230,286000.0,3,10943333,1239805
p0,25230,286000.0,3,6562045,306027
p2,25230,286000.0,3,10401315,322225
p3,25230,286000.0,3,7047835,331663
s,25230,287000.0,1,10913424,1315818
p0,25230,287000.0,1,6553693,287796
p2,25230,287000.0,1,10446910,312901
p3,25230,287000.0,1,7138202,312962
s,25230,288000.0,0,10946363,1251393
p0,25230,288000.0,0,6574785,294601
p2,25230,288000.0,0,10386250,312196
p3,25230,288000.0,0,7080197,322200
s,25230,289000.0,7,10958507,1217367
p0,25230,289000.0,7,6638474,303587
p2,25230,289000.0,7,10442513,323636
p3,25230,289000.0,7,7086678,335970
s,25230,290000.0,0,10930449,1288205
p0,25230,290000.0,0,6547481,277986
p2,25230,290000.0,0,10476189,304950
p3,25230,290000.0,0,7075318,312941
s,25230,291000.00000000006,6,10910313,1288934
p0,25230,291000.00000000006,6,6533593,292189
p2,25230,291000.00000000006,6,10472648,314958
p3,25230,291000.00000000006,6,7064740,323204
s,25230,292000.0,6,10964024,1254272
p0,25230,292000.0,6,6555235,304679
p2,25230,292000.0,6,10410981,323143
p3,25230,292000.0,6,7081256,333600
s,25230,293000.0,7,10935446,1233416
p0,25230,293000.0,7,6563215,300536
p2,25230,293000.0,7,10417532,320948
p3,25230,293000.0,7,7109842,333830
s,25230,294000.0,2,10921756,1299107
p0,25230,294000.0,2,6539875,296974
p2,25230,294000.0,2,10402692,317579
p3,25230,294000.0,2,7031177,326641
s,25230,295000.0,6,11032461,1361265
p0,25230,295000.0,6,6564326,306717
p2,25230,295000.0,6,10422379,323200
p3,25230,295000.0,6,7085881,332260
s,25230,296000.0,2,10937218,1243617
p0,25230,296000.0,2,6539499,304106
p2,25230,296000.0,2,10391809,323850
p3,25230,296000.0,2,7119637,329753
s,25230,297000.0,1,10980491,1305910
p0,25230,297000.0,1,6574614,297888
p2,25230,297000.0,1,10438013,320663
p3,25230,297000.0,1,7128562,328729
s,25230,298000.0,8,10970511,1273511
p0,25230,298000.0,8,6568527,309830
p2,25230,298000.0,8,10394797,327268
p3,25230,298000.0,8,7105314,332634
s,25230,299000.0,3,10921704,1298500
p0,25230,299000.0,3,6516614,299874
p2,25230,299000.0,3,10411231,313236
p3,25230,299000.0,3,7050313,320184
s,25230,300000.00000000006,7,11003798,1238158
p0,25230,300000.00000000006,7,6501527,300076
p2,25230,300000.00000000006,7,10414927,320210
p3,25230,300000.00000000006,7,7091549,332961
s,25230,301000.00000000006,0,10929381,1314870
p0,25230,301000.00000000006,0,6603535,295122
p2,25230,301000.00000000006,0,10395676,321899
p3,25230,301000.00000000006,0,7087744,323296
s,25230,302000.0,2,10892664,1327157
p0,25230,302000.0,2,6534332,296985
p2,25230,302000.0,2,10370342,316627
p3,25230,302000.0,2,7102844,319851
s,25230,302999.99999999994,9,10905553,1234245
p0,25230,302999.99999999994,9,6512463,304159
p2,25230,302999.99999999994,9,10400139,323708
p3,25230,302999.99999999994,9,7123071,336215
s,25230,304000.0,0,10932492,1234648
p0,25230,304000.0,0,6557691,294609
p2,25230,304000.0,0,10493156,315379
p3,25230,304000.0,0,7129416,328713
s,25230,305000.0,10,10971413,1257403
p0,25230,305000.0,10,6562761,305907
p2,25230,305000.0,10,10361351,323076
p3,25230,305000.0,10,7109502,333050
s,25230,306000.0,3,10949549,1311114
p0,25230,306000.0,3,6545848,300987
p2,25230,306000.0,3,10433294,320659
p3,25230,306000.0,3,7090364,323742
s,25230,307000.0,1,10920088,1287565
p0,25230,307000.0,1,6532854,285721
p2,25230,307000.0,1,10400584,304581
p3,25230,307000.0,1,7118877,309470
s,25230,308000.0,9,10900185,1212887
p0,25230,308000.0,9,6530008,302255
p2,25230,308000.0,9,10387940,324574
p3,25230,308000.0,9,7069564,336787
s,25230,309000.0,10,10932198,1269755
p0,25230,309000.0,10,6553152,301560
p2,25230,309000.0,10,10407796,322149
p3,25230,309000.0,10,7051695,329853
s,25230,310000.0,6,10931149,1272084
p0,25230,310000.0,6,6721593,303522
p2,25230,310000.0,6,10439588,323157
p3,25230,310000.0,6,7127785,328428
s,25230,311000.0,6,10979593,1291675
p0,25230,311000.0,6,6542066,301313
p2,25230,311000.0,6,10471716,319910
p3,25230,311000.0,6,7081910,327883
s,25230,312000.0,14,10995351,1314710
p0,25230,312000.0,14,6554469,297925
p2,25230,312000.0,14,10402398,319306
p3,25230,312000.0,14,7045886,324342
s,25230,312999.99999999994,6,10911656,1231794
p0,25230,312999.99999999994,6,6561130,300997
p2,25230,312999.99999999994,6,10443246,320876
p3,25230,312999.99999999994,6,7138661,332507
s,25230,314000.0,11,10938423,1220291
p0,25230,314000.0,11,6574839,301872
p2,25230,314000.0,11,10416826,321729
p3,25230,314000.0,11,7124352,337019
s,25230,315000.0,0,10917509,1283566
p0,25230,315000.0,0,6518796,295609
p2,25230,315000.0,0,10411726,320193
p3,25230,315000.0,0,7128980,329551
s,25230,316000.0,7,11020591,1319415
p0,25230,316000.0,7,6518096,301266
p2,25230,316000.0,7,10387095,316802
p3,25230,316000.0,7,7074131,323395
s,25230,317000.0,11,10964511,1255063
p0,25230,317000.0,11,6504330,303906
p2,25230,317000.0,11,10371854,324189
p3,25230,317000.0,11,7121914,333386
s,25230,318000.0,2,10921882,1210505
p0,25230,318000.0,2,6533818,295729
p2,25230,318000.0,2,10413208,321839
p3,25230,318000.0,2,7102046,335415
s,25230,319000.0,1,10925161,1245342
p0,25230,319000.0,1,6592435,289928
p2,25230,319000.0,1,10437805,312898
p3,25230,319000.0,1,7125341,328523
s,25230,320000.0,2,10917035,1175435
p0,25230,320000.0,2,6544265,299832
p2,25230,320000.0,2,10428131,320818
p3,25230,320000.0,2,7137408,332371
s,25230,321000.0,9,10981221,1308607
p0,25230,321000.0,9,6563587,303497
p2,25230,321000.0,9,10427426,322443
p3,25230,321000.0,9,7072866,329315
s,25230,322000.0,0,11108598,1287082
p0,25230,322000.0,0,6607107,295442
p2,25230,322000.0,0,10409316,318832
p3,25230,322000.0,0,7124130,326656
s,25230,323000.00000000006,6,10971566,1306136
p0,25230,323000.00000000006,6,6484295,297585
p2,25230,323000.00000000006,6,10361419,318690
p3,25230,323000.00000000006,6,7066071,327363
s,25230,324000.0,3,10974029,1278874
p0,25230,324000.0,3,6519549,301141
p2,25230,324000.0,3,10437158,309761
p3,25230,324000.0,3,7059172,319520
s,25230,325000.0,6,10948944,1299402
p0,25230,325000.0,6,6516746,295587
p2,25230,325000.0,6,10422595,320148
p3,25230,325000.0,6,7127889,323239
s,25230,325999.99999999994,10,10960380,1295559
p0,25230,325999.99999999994,10,6537816,297639
p2,25230,325999.99999999994,10,10449155,316155
p3,25230,325999.99999999994,10,7107538,323874
s,25230,327000.0,0,10992055,1244544
p0,25230,327000.0,0,6569076,303405
p2,25230,327000.0,0,10371292,327092
p3,25230,327000.0,0,7099131,329132
s,25230,328000.0,0,10930677,1312318
p0,25230,328000.0,0,6559442,295714
p2,25230,328000.0,0,10434348,316417
p3,25230,328000.0,0,7058171,316049
s,25230,329000.0,0,10932535,1268790
p0,25230,329000.0,0,6537521,304812
p2,25230,329000.0,0,10419612,321162
p3,25230,329000.0,0,7148396,328840
s,25230,330000.0,10,11481854,1284912
p0,25230,330000.0,10,6577290,306592
p2,25230,330000.0,10,10426692,322954
p3,25230,330000.0,10,7068282,334986
s,25230,331000.0,11,10965391,1288074
p0,25230,331000.0,11,6552059,307358
p2,25230,331000.0,11,10476937,324113
p3,25230,331000.0,11,7091420,328340
s,25230,332000.00000000006,1,10915746,1279493
p0,25230,332000.00000000006,1,6563413,297303
p2,25230,332000.00000000006,1,10443033,322597
p3,25230,332000.00000000006,1,7110614,328472
s,25230,333000.00000000006,9,10931702,1311905
p0,25230,333000.00000000006,9,6492425,303321
p2,25230,333000.00000000006,9,10445851,323431
p3,25230,333000.00000000006,9,7086413,328929
s,25230,334000.0,6,10949407,1309932
p0,25230,334000.0,6,6497625,300969
p2,25230,334000.0,6,10424702,319488
p3,25230,334000.0,6,7096852,324777
s,25230,334999.99999999994,9,10951675,1231684
p0,25230,334999.99999999994,9,6527744,298847
p2,25230,334999.99999999994,9,10391857,324450
p3,25230,334999.99999999994,9,7125327,334660
s,25230,336000.0,2,10941100,1314099
p0,25230,336000.0,2,6493783,299093
p2,25230,336000.0,2,10419735,318128
p3,25230,336000.0,2,7096548,323805
s,25230,337000.0,0,10940011,1311778
p0,25230,337000.0,0,6547491,297987
p2,25230,337000.0,0,10401271,321980
p3,25230,337000.0,0,7120054,323200
s,25230,338000.0,5,10975476,1264722
p0,25230,338000.0,5,6531671,299005
p2,25230,338000.0,5,10472687,320694
p3,25230,338000.0,5,7150070,332210
s,25230,339000.0,0,10915226,1248947
p0,25230,339000.0,0,6505344,299676
p2,25230,339000.0,0,10431717,321404
p3,25230,339000.0,0,7157102,334798
s,25230,340000.0,3,10924965,1244221
p0,25230,340000.0,3,6535741,306164
p2,25230,340000.0,3,10414055,325991
p3,25230,340000.0,3,7063548,336699
s,25230,341000.0,5,10938952,1207581
p0,25230,341000.0,5,6558172,298364
p2,25230,341000.0,5,10457070,319381
p3,25230,341000.0,5,7071948,331400
s,25230,342000.0,2,10921119,1198162
p0,25230,342000.0,2,6587833,299865
p2,25230,342000.0,2,10407387,322281
p3,25230,342000.0,2,7090148,335935
s,25230,343000.0,6,10909222,1239348
p0,25230,343000.0,6,6607510,295594
p2,25230,343000.0,6,10486890,319404
p3,25230,343000.0,6,7106130,331988
s,25230,344000.0,8,11102169,1252344
p0,25230,344000.0,8,6586145,297078
p2,25230,344000.0,8,10389284,318939
p3,25230,344000.0,8,7073235,329418
s,25230,345000.0,3,11016680,1224389
p0,25230,345000.0,3,6513591,299474
p2,25230,345000.0,3,10347765,320954
p3,25230,345000.0,3,7108404,335401
s,25230,346000.0,9,10940734,1315509
p0,25230,346000.0,9,6509229,297161
p2,25230,346000.0,9,10424282,319125
p3,25230,346000.0,9,7149334,321039
s,25230,347000.0,13,10911183,1251432
p0,25230,347000.0,13,6497984,300421
p2,25230,347000.0,13,10386190,321124
p3,25230,347000.0,13,7119553,333030
s,25230,348000.0,0,10893073,1235040
p0,25230,348000.0,0,6549911,297675
p2,25230,348000.0,0,10412797,320876
p3,25230,348000.0,0,7090322,333003
s,25230,349000.0,7,10981100,1260858
p0,25230,349000.0,7,6570546,289385
p2,25230,349000.0,7,10433590,311056
p3,25230,349000.0,7,7136344,327660
s,25230,350000.0,6,10972123,1273709
p0,25230,350000.0,6,6535060,297981
p2,25230,350000.0,6,10448286,320419
p3,25230,350000.0,6,7077874,326813
s,25230,351000.0,6,10954312,1250966
p0,25230,351000.0,6,6544850,296821
p2,25230,351000.0,6,10343787,318984
p3,25230,351000.0,6,7050128,329469
s,25230,352000.0,1,10900075,1283833
p0,25230,352000.0,1,6542413,293465
p2,25230,352000.0,1,10414369,318031
p3,25230,352000.0,1,7120327,329544
s,25230,353000.0,8,10967522,1241021
p0,25230,353000.0,8,6570149,305578
p2,25230,353000.0,8,10402225,324366
p3,25230,353000.0,8,7082357,333696
s,25230,354000.00000000006,1,10930972,1282749
p0,25230,354000.00000000006,1,6598338,295876
p2,25230,354000.00000000006,1,10379074,317162
p3,25230,354000.00000000006,1,7129847,328657
s,25230,355000.00000000006,6,10916351,1237406
p0,25230,355000.00000000006,6,6557868,307190
p2,25230,355000.00000000006,6,10407347,322213
p3,25230,355000.00000000006,6,7078969,332685
s,25230,356000.0,1,10946411,1232217
p0,25230,356000.0,1,6527037,297968
p2,25230,356000.0,1,10451164,324018
p3,25230,356000.0,1,7055552,337310
s,25230,356999.99999999994,0,10927702,1287969
p0,25230,356999.99999999994,0,6712003,295585
p2,25230,356999.99999999994,0,10408796,319738
p3,25230,356999.99999999994,0,7063361,320237
s,25230,357999.99999999994,0,10961904,1270281
p0,25230,357999.99999999994,0,6576287,297642
p2,25230,357999.99999999994,0,10426575,317787
p3,25230,357999.99999999994,0,7130031,327614
s,25230,359000.0,17,10944131,1323478
p0,25230,359000.0,17,6572198,304726
p2,25230,359000.0,17,10367689,323879
p3,25230,359000.0,17,7090482,328140
s,25230,360000.0,0,10952498,1263309
p0,25230,360000.0,0,6581791,310363
p2,25230,360000.0,0,10373259,323345
p3,25230,360000.0,0,7144564,331757
s,25230,361000.0,9,10929023,1265732
p0,25230,361000.0,9,6514485,307985
p2,25230,361000.0,9,10431095,324687
p3,25230,361000.0,9,7059450,335057
s,25230,362000.0,11,11006704,1299644
p0,25230,362000.0,11,6553939,314688
p2,25230,362000.0,11,10437973,324878
p3,25230,362000.0,11,7103378,330698
s,25230,363000.00000000006,17,10957104,1291505
p0,25230,363000.00000000006,17,6558991,300750
p2,25230,363000.00000000006,17,10452397,322556
p3,25230,363000.00000000006,17,7089875,331390
s,25230,364000.00000000006,7,10939249,1254852
p0,25230,364000.00000000006,7,6531567,294904
p2,25230,364000.00000000006,7,10424085,319175
p3,25230,364000.00000000006,7,7132871,328536
s,25230,365000.0,9,10913630,1262027
p0,25230,365000.0,9,6528771,298969
p2,25230,365000.0,9,10431960,320189
p3,25230,365000.0,9,7112504,331888
s,25230,366000.0,5,10915434,1279175
p0,25230,366000.0,5,6582618,300991
p2,25230,366000.0,5,10410000,316944
p3,25230,366000.0,5,7149429,322234
s,25230,366999.99999999994,9,10956337,1272279
p0,25230,366999.99999999994,9,6558091,307222
p2,25230,366999.99999999994,9,10400914,324694
p3,25230,366999.99999999994,9,7122952,333686
s,25230,368000.0,9,10940185,1277079
p0,25230,368000.0,9,6545538,304774
p2,25230,368000.0,9,10463456,323715
p3,25230,368000.0,9,7151709,333175
s,25230,369000.0,3,10919468,1271007
p0,25230,369000.0,3,6555195,297565
p2,25230,369000.0,3,10395248,320573
p3,25230,369000.0,3,7099492,329824
s,25230,370000.0,9,10973193,1275332
p0,25230,370000.0,9,6539821,295390
p2,25230,370000.0,9,10445029,318180
p3,25230,370000.0,9,7139096,327277
s,25230,371000.0,16,10975809,1246839
p0,25230,371000.0,16,6562681,304075
p2,25230,371000.0,16,10401297,322249
p3,25230,371000.0,16,7130568,335655
s,25230,372000.0,6,10947569,1303508
p0,25230,372000.0,6,6578276,306912
p2,25230,372000.0,6,10437401,324638
p3,25230,372000.0,6,7070105,331414
s,25230,373000.0,14,11013167,1256480
p0,25230,373000.0,14,6581969,306752
p2,25230,373000.0,14,10412145,326387
p3,25230,373000.0,14,7149203,332208
s,25230,374000.0,3,10926188,1185632
p0,25230,374000.0,3,6546882,303039
p2,25230,374000.0,3,10446016,322396
p3,25230,374000.0,3,7092625,335367
s,25230,375000.0,9,10954765,1290151
p0,25230,375000.0,9,6559224,299049
p2,25230,375000.0,9,10387295,321055
p3,25230,375000.0,9,7121863,327450
s,25230,376000.0,13,10979886,1274166
p0,25230,376000.0,13,6558275,303187
p2,25230,376000.0,13,10405588,324952
p3,25230,376000.0,13,7144942,332375
s,25230,377000.0,4,10920672,1256543
p0,25230,377000.0,4,6524973,299424
p2,25230,377000.0,3,10408879,322470
p3,25230,377000.0,4,7066540,325832
s,25230,378000.0,8,10919411,1298526
p0,25230,378000.0,8,6476795,298262
p2,25230,378000.0,8,10414814,323969
p3,25230,378000.0,8,7170398,331938
s,25230,379000.0,0,10948389,1254615
p0,25230,379000.0,0,6564191,294908
p2,25230,379000.0,0,10445288,318872
p3,25230,379000.0,0,7168205,329368
s,25230,379999.99999999994,5,10936376,1270605
p0,25230,379999.99999999994,5,6517985,298040
p2,25230,379999.99999999994,4,10354684,321307
p3,25230,379999.99999999994,5,7085829,328060
s,25230,381000.0,5,10943862,1280054
p0,25230,381000.0,5,6552072,311318
p2,25230,381000.0,5,10425293,324252
p3,25230,381000.0,5,7106582,330637
s,25230,382000.0,3,10914903,1309625
p0,25230,382000.0,3,6492414,285778
p2,25230,382000.0,3,10415999,306379
p3,25230,382000.0,3,7050495,315332
s,25230,383000.0,3,10949220,1305379
p0,25230,383000.0,3,6545991,293167
p2,25230,383000.0,3,10368357,318154
p3,25230,383000.0,3,7148676,318493
s,25230,384000.0,14,10930468,1268961
p0,25230,384000.0,14,6571491,301361
p2,25230,384000.0,14,10381704,322006
p3,25230,384000.0,14,7124817,330818
s,25230,385000.0,0,10920712,1255282
p0,25230,385000.0,0,6491454,305636
p2,25230,385000.0,0,10456543,331301
p3,25230,385000.0,0,7117500,332071
s,25230,386000.00000000006,0,10915705,1220637
p0,25230,386000.00000000006,0,6589608,290933
p2,25230,386000.00000000006,0,10369386,314125
p3,25230,386000.00000000006,0,7142688,330430
s,25230,387000.00000000006,5,10904037,1237831
p0,25230,387000.00000000006,5,6569178,302143
p2,25230,387000.00000000006,5,10461703,321611
p3,25230,387000.00000000006,5,7092116,330804
s,25230,387999.99999999994,10,10957950,1196144
p0,25230,387999.99999999994,10,6532086,303407
p2,25230,387999.99999999994,10,10358899,324902
p3,25230,387999.99999999994,10,7103630,336883
s,25230,388999.99999999994,4,10943689,1283159
p0,25230,388999.99999999994,4,6568996,292350
p2,25230,388999.99999999994,4,10393179,313098
p3,25230,388999.99999999994,4,7084873,322724
s,25230,390000.0,7,10911167,1267723
p0,25230,390000.0,7,6555327,302312
p2,25230,390000.0,7,10342689,320564
p3,25230,390000.0,7,7053996,332030
s,25230,391000.0,12,10890616,1307901
p0,25230,391000.0,12,6573505,298212
p2,25230,391000.0,12,10404034,317702
p3,25230,391000.0,12,7113877,324706
s,25230,392000.0,5,10967341,1314365
p0,25230,392000.0,5,6564019,302160
p2,25230,392000.0,5,10411209,320976
p3,25230,392000.0,5,7054318,324861
s,25230,393000.0,1,10944109,1279961
p0,25230,393000.0,1,6551050,300117
